review_uid,destination,language_review,aspecto,polaridad_objetivo,stars,calidad_senal,text_clean,input_modelo,label
gm_f02d0a0f3d4a5e69,Líneas y Geoglifos de Nasca y Palpa,es,clima,negativo,5,media,"Interesante,puede observarse una parte x tierra y la mayoria por aire, mejor ir en meses de otoño -invierno por el intenso calor en verano.","aspecto: clima reseña: Interesante,puede observarse una parte x tierra y la mayoria por aire, mejor ir en meses de otoño -invierno por el intenso calor en verano.",
gm_3bb83caa5074a20f,Monasterio de Santa Catalina,es,clima,negativo,5,media,"Es un lugar de mucha historia, las construcciones de la época, diseñados para evitar el frío y los terremotos; los colores de las paredes son hermosos. Es un recorrido largo aprox. 1h30min si gustas puedes contratas guía, sino hay bastante información en los carteles de cada ""celda"". La entrada está 45.00","aspecto: clima reseña: Es un lugar de mucha historia, las construcciones de la época, diseñados para evitar el frío y los terremotos; los colores de las paredes son hermosos. Es un recorrido largo aprox. 1h30min si gustas puedes contratas guía, sino hay bastante información en los carteles de cada ""celda"". La entrada está 45.00",
gm_b5bb02cd762e6fc9,Museo Tumbas Reales del Señor de Sipán,en,clima,negativo,5,media,"Incredibly well designed museum that displays the history of Sipan, it’s Lords, their tombs, and the pyramidal structures which their cultures created. No photos allowed, because some people ruined it for everyone by continuously not turning off (or knowing hot to turn off) their camera flash, which led to deteriorating the ancient fabrics and metal varnish of the artifacts. Disappointing because there are some amazing pieces on display, that are of course worth visiting regardless of photography. Highly recommend coming to this museum if you visit Chiclayo.","aspecto: clima reseña: Incredibly well designed museum that displays the history of Sipan, it’s Lords, their tombs, and the pyramidal structures which their cultures created. No photos allowed, because some people ruined it for everyone by continuously not turning off (or knowing hot to turn off) their camera flash, which led to deteriorating the ancient fabrics and metal varnish of the artifacts. Disappointing because there are some amazing pieces on display, that are of course worth visiting regardless of photography. Highly recommend coming to this museum if you visit Chiclayo.",
gm_d4409045cdc65de3,Museo de Sitio Huaca Pucllana,es,clima,negativo,5,media,"Parada obligatoria si te hospedas en Miraflores. Historia pre-inca que complementa bien todo el tour por Machu Picchu, especialmente para turistas. Recomiendo llevar gorro o parasol los días de sol, hace mucho calor. La entrada son S/15 más propina, si se quiere dar, ya que se incluye un tour guiado de cerca de 1h con la entrada.","aspecto: clima reseña: Parada obligatoria si te hospedas en Miraflores. Historia pre-inca que complementa bien todo el tour por Machu Picchu, especialmente para turistas. Recomiendo llevar gorro o parasol los días de sol, hace mucho calor. La entrada son S/15 más propina, si se quiere dar, ya que se incluye un tour guiado de cerca de 1h con la entrada.",
gm_e43e4a465b94da6a,Reserva Nacional de Paracas,es,clima,negativo,4,media,"Domingo, un huevo de gente, el mar es más frío de lo normal, pero La Mina es mágica, una de mis mejores playas. Un dato más la entrada a la reserva subió a 11 soles, me pareció algo caro, pero hubo muchas mejoras y varios voluntarios, muy bien.","aspecto: clima reseña: Domingo, un huevo de gente, el mar es más frío de lo normal, pero La Mina es mágica, una de mis mejores playas. Un dato más la entrada a la reserva subió a 11 soles, me pareció algo caro, pero hubo muchas mejoras y varios voluntarios, muy bien.",
gm_ff68a9dd229d4994,Santuario Histórico de Machu Picchu,en,clima,negativo,5,alta,"Machu Pichhu Visit – A Truly Unforgettable Experience! Our trip to Machu Pichhu, organised by our friend Shoba Kalyan from Canada, was perfectly planned and combined with tours in Argentina and Brazil. We stayed in comfortable 4-star hotels and had excellent guides throughout. We arrived in Cusco after a delayed flight and took Diamox to handle the high altitude (Cusco is 11,200 ft above sea level). The city tour was fascinating, with beautiful Inca ruins and colonial charm. From Ollantaytambo, we took a scenic 1 hour 40-minute train ride to Machu Pichhu town. The station was crowded and the platform low, but our hotel helped with luggage transport, which was a relief. Machu Pichhu itself is incredible—an ancient 15th-century Inca citadel with amazing stone terraces, temples aligned with the stars, and stunning mountain views. Our guide was knowledgeable, explaining the site’s history, engineering, and spiritual significance. The weather turned rainy and misty during our trek, which made walking tricky, so I highly recommend bringing a good raincoat even in the dry season. Despite the rain, the experience was magical and well worth it. Highly recommend visiting Machu Pichhu with a good guide and proper preparation","aspecto: clima reseña: Machu Pichhu Visit – A Truly Unforgettable Experience! Our trip to Machu Pichhu, organised by our friend Shoba Kalyan from Canada, was perfectly planned and combined with tours in Argentina and Brazil. We stayed in comfortable 4-star hotels and had excellent guides throughout. We arrived in Cusco after a delayed flight and took Diamox to handle the high altitude (Cusco is 11,200 ft above sea level). The city tour was fascinating, with beautiful Inca ruins and colonial charm. From Ollantaytambo, we took a scenic 1 hour 40-minute train ride to Machu Pichhu town. The station was crowded and the platform low, but our hotel helped with luggage transport, which was a relief. Machu Pichhu itself is incredible—an ancient 15th-century Inca citadel with amazing stone terraces, temples aligned with the stars, and stunning mountain views. Our guide was knowledgeable, explaining the site’s history, engineering, and spiritual significance. The weather turned rainy and misty during our trek, which made walking tricky, so I highly recommend bringing a good raincoat even in the dry season. Despite the rain, the experience was magical and well worth it. Highly recommend visiting Machu Pichhu with a good guide and proper preparation",
gm_3f5393c7dd5692f2,Valle del Colca,en,clima,negativo,4,alta,"We traveled to the Colca Canyon specifically to see one of the world's deepest canyon (#2 deepest after a canyon located in Tibet) and deeper than the Grand Canyon USA. Also, the prime reason to go Colca Canyon is to see the famous giant Condors flying around the Canyon. We had specifically selected the month of May for our 14-day Peru Tour because it has been mentioned to be the ideal month for dry (not rainy) weather, sunny skies and mild temperatures, and we were not not disappointed - the weather was great for our entire 14-day Peru trip. We had selected a very well organized and reasonably priced tour company: Gate-1 Travel which offers two (2) different types of tours to Peru (and other places around the world): ""Classic"" tours with a group size of 40 persons maximum and ""Discovery"" tours with a group size of 20 persons maximum. We had selected the Gate-1 ""Discovery"" tour for several reasons: value, first-class accommodations, excellent food, service, local certified guides who speaks very good English or else they would not be hired by Gate-1. Gate-1 ""Discovery"" tours are priced somewhat higher than the larger ""Classic"" tours not only because of the smaller group sizes, but it also includes better accommodations (4 to 5-stars), all breakfasts, most lunches and dinners at high-class restaurants. We have done multiple Gate-1 Discovery Tours and we have not been disappointed by any of these tours. To get to Colca Canyon, there is a zig-zag road up a mountain range - so be prepared for an exciting drive to this area. As for the views at Colca Canyon, the views are stunning, and the canyon is deep. We had arrived in the Canyon mid-morning and already saw a good size crowd their waiting to see the Condors - but no Condors were flying when we first arrived. There are multiple view points at the Condor viewing area and they all are good locations - as we had found out after the Condors started flying. After we had waited about 30 to 45 minutes, we saw 2 or 3 giant Condors flying about. After another 10 to 15 minutes, there were about 10 to 15 Condors flying about - very impressive!! Our experienced tour guide told us that there are no guarantees to seeing the Condors on any given day because there are some days where there maybe no Condors flying about in the Canyon.","aspecto: clima reseña: We traveled to the Colca Canyon specifically to see one of the world's deepest canyon (#2 deepest after a canyon located in Tibet) and deeper than the Grand Canyon USA. Also, the prime reason to go Colca Canyon is to see the famous giant Condors flying around the Canyon. We had specifically selected the month of May for our 14-day Peru Tour because it has been mentioned to be the ideal month for dry (not rainy) weather, sunny skies and mild temperatures, and we were not not disappointed - the weather was great for our entire 14-day Peru trip. We had selected a very well organized and reasonably priced tour company: Gate-1 Travel which offers two (2) different types of tours to Peru (and other places around the world): ""Classic"" tours with a group size of 40 persons maximum and ""Discovery"" tours with a group size of 20 persons maximum. We had selected the Gate-1 ""Discovery"" tour for several reasons: value, first-class accommodations, excellent food, service, local certified guides who speaks very good English or else they would not be hired by Gate-1. Gate-1 ""Discovery"" tours are priced somewhat higher than the larger ""Classic"" tours not only because of the smaller group sizes, but it also includes better accommodations (4 to 5-stars), all breakfasts, most lunches and dinners at high-class restaurants. We have done multiple Gate-1 Discovery Tours and we have not been disappointed by any of these tours. To get to Colca Canyon, there is a zig-zag road up a mountain range - so be prepared for an exciting drive to this area. As for the views at Colca Canyon, the views are stunning, and the canyon is deep. We had arrived in the Canyon mid-morning and already saw a good size crowd their waiting to see the Condors - but no Condors were flying when we first arrived. There are multiple view points at the Condor viewing area and they all are good locations - as we had found out after the Condors started flying. After we had waited about 30 to 45 minutes, we saw 2 or 3 giant Condors flying about. After another 10 to 15 minutes, there were about 10 to 15 Condors flying about - very impressive!! Our experienced tour guide told us that there are no guarantees to seeing the Condors on any given day because there are some days where there maybe no Condors flying about in the Canyon.",
gm_27f5e7106246ed02,Centro Histórico de Lima,en,clima,neutro,5,media,Lovely place to visit.. it's very clean and the architecture is amazing. Great place to take pictures. The best time for picture during summer is after 4pm when the sun is not as bright.,aspecto: clima reseña: Lovely place to visit.. it's very clean and the architecture is amazing. Great place to take pictures. The best time for picture during summer is after 4pm when the sun is not as bright.,
gm_90cbd7a5598eab35,Circuito Mágico del Agua,en,clima,neutro,4,media,The fountains here are amazing. When the sun goes down they turn on the lights and the water has different colors which adds to the magic feel of this place. The lazer show can only be seen on one side. It would have been nice if there was more of a sign or someone telling people that you can only see the laser pictures from one side. We started on the wrong side and missed part of the show. The park is large and had a carnival there when we went. (Not sure if that is always there) kids seemed to be really enjoying the rides. Over all this is a great place to visit.,aspecto: clima reseña: The fountains here are amazing. When the sun goes down they turn on the lights and the water has different colors which adds to the magic feel of this place. The lazer show can only be seen on one side. It would have been nice if there was more of a sign or someone telling people that you can only see the laser pictures from one side. We started on the wrong side and missed part of the show. The park is large and had a carnival there when we went. (Not sure if that is always there) kids seemed to be really enjoying the rides. Over all this is a great place to visit.,
gm_0c8c12695c6f143e,Ciudadela de Kuélap,es,clima,neutro,5,media,Su Historia; Clima; sus bellos paisajes y la buena vibra que se siente... Simplemente es maravilloso 💚,aspecto: clima reseña: Su Historia; Clima; sus bellos paisajes y la buena vibra que se siente... Simplemente es maravilloso 💚,
gm_4747a3f49ed2d252,Líneas y Geoglifos de Nasca y Palpa,en,clima,neutro,5,media,"We took a flight to see the nazca lines and finished the tour within one day from Lima. We needed to take bus from Lima to Ica / the airport first and then taking the flight. The view of the nazca lines from the flight was super good. Although it’s a big pricy, it gave visitors an easier option to do it within limited days in Lima. Please be aware that the departure of the flight depends on the weather, so it’s not 100% guaranteed that visitors would be able to get on flights and start the tour. Highly recommend! (Follow me on IG ➡️ miss_dawang)","aspecto: clima reseña: We took a flight to see the nazca lines and finished the tour within one day from Lima. We needed to take bus from Lima to Ica / the airport first and then taking the flight. The view of the nazca lines from the flight was super good. Although it’s a big pricy, it gave visitors an easier option to do it within limited days in Lima. Please be aware that the departure of the flight depends on the weather, so it’s not 100% guaranteed that visitors would be able to get on flights and start the tour. Highly recommend! (Follow me on IG ➡️ miss_dawang)",
gm_188d5acd72b6d6d6,Monasterio de Santa Catalina,en,clima,neutro,5,media,"This monastery is so beautiful! It was one of my highlights in Arequipa. It is definitely worth it to get a tour from the lovely guides, to get a deeper insight into the history of the monastery. Plan to stay for a couple of hours, when the weather is good, it is a great place to take pictures and relax.","aspecto: clima reseña: This monastery is so beautiful! It was one of my highlights in Arequipa. It is definitely worth it to get a tour from the lovely guides, to get a deeper insight into the history of the monastery. Plan to stay for a couple of hours, when the weather is good, it is a great place to take pictures and relax.",
gm_f02da9f5833932c9,Museo Tumbas Reales del Señor de Sipán,es,clima,neutro,4,media,"Lindo museo, harto que aprender. Lástima que no cuente con aire acondicionado para que su visita sea más cómoda sobre todo con un clima tan caluroso.","aspecto: clima reseña: Lindo museo, harto que aprender. Lástima que no cuente con aire acondicionado para que su visita sea más cómoda sobre todo con un clima tan caluroso.",
gm_0cde24d0f5d9f2b8,Museo de Sitio Huaca Pucllana,en,clima,neutro,3,alta,Nice place but too much dust and the sun from Lima can cause you a sunburn very bad to the skin. Take with you an umbrella before you go. It should be covered with trees or something. Also watching the people eating there in a vip restaurant that is inside does not feel that good while taking the walk. Also when there are too many children they play with the dust and throw it at you. There is too much dust or sand they have put there on porpouse. It not that necessary. I really don't think is original.,aspecto: clima reseña: Nice place but too much dust and the sun from Lima can cause you a sunburn very bad to the skin. Take with you an umbrella before you go. It should be covered with trees or something. Also watching the people eating there in a vip restaurant that is inside does not feel that good while taking the walk. Also when there are too many children they play with the dust and throw it at you. There is too much dust or sand they have put there on porpouse. It not that necessary. I really don't think is original.,
gm_04e0236315c3d36c,Reserva Nacional de Paracas,es,clima,neutro,5,media,"El mejor clima, turismo de aventura y los mejores paseos a Islas Ballestas y las dunas. Imperdible!","aspecto: clima reseña: El mejor clima, turismo de aventura y los mejores paseos a Islas Ballestas y las dunas. Imperdible!",
gm_00ef7fe1524b25e0,Santuario Histórico de Machu Picchu,en,clima,neutro,5,media,Wonderful and fulfilling experience! Do your research before hand and plan your trip well in advance for best outcome. Plan accordingly for the weather depending on season you are visiting.,aspecto: clima reseña: Wonderful and fulfilling experience! Do your research before hand and plan your trip well in advance for best outcome. Plan accordingly for the weather depending on season you are visiting.,
gm_630263635574b011,Valle del Colca,en,clima,neutro,4,media,"A tough but rewarding trek. Signage and maps could be improved, but there are other trekkers and locals around to ask. I recommend starting early because once the sun is overhead shade is hard to find. Very beautiful landscapes!","aspecto: clima reseña: A tough but rewarding trek. Signage and maps could be improved, but there are other trekkers and locals around to ask. I recommend starting early because once the sun is overhead shade is hard to find. Very beautiful landscapes!",
gm_1a54172073ba9032,Centro Histórico de Lima,en,clima,neutro,5,media,Beautiful Plaza de Armas with amazing buildings on every side. Really nice to stroll around or just sit in front of the cathedral to watch the sun go down over the city. When we were there they also had some musical animation which was really pleasant.,aspecto: clima reseña: Beautiful Plaza de Armas with amazing buildings on every side. Really nice to stroll around or just sit in front of the cathedral to watch the sun go down over the city. When we were there they also had some musical animation which was really pleasant.,
gm_a2af15d0a6dc517b,Circuito Mágico del Agua,en,clima,neutro,4,media,"This is a nice place to walk around, especially in the evening after sun set. It's a bit out of the way, but we were happy that we visited it. The water features are beautiful.","aspecto: clima reseña: This is a nice place to walk around, especially in the evening after sun set. It's a bit out of the way, but we were happy that we visited it. The water features are beautiful.",
gm_2ca0f6c5397808f8,Ciudadela de Kuélap,es,clima,neutro,5,media,Es impresionante lo que hace el ser humano para sobrevir en medio de una naturaleza tsn agreste y con un clima extremo,aspecto: clima reseña: Es impresionante lo que hace el ser humano para sobrevir en medio de una naturaleza tsn agreste y con un clima extremo,
gm_9ac4fcb12015bb9f,Líneas y Geoglifos de Nasca y Palpa,en,clima,neutro,5,media,"Despite all warnings I took the flight and it was great! Stunning views of that figures from the plane. Later I was told that I did it right by coincidence. Go there in the morning hours, the wind is weak and the flight was even calmer than some domestic flights with jets. But in the afternoon the weather changes and as far as I was told, the flight turns into a rollercoaster drive.","aspecto: clima reseña: Despite all warnings I took the flight and it was great! Stunning views of that figures from the plane. Later I was told that I did it right by coincidence. Go there in the morning hours, the wind is weak and the flight was even calmer than some domestic flights with jets. But in the afternoon the weather changes and as far as I was told, the flight turns into a rollercoaster drive.",
gm_f9500a7e92b515ae,Monasterio de Santa Catalina,en,clima,neutro,5,media,Beautiful monastery. Be sure to get a guide for lots of helpful information. Especially recommend to visit before sunset - it looks really beautiful with sun going down!,aspecto: clima reseña: Beautiful monastery. Be sure to get a guide for lots of helpful information. Especially recommend to visit before sunset - it looks really beautiful with sun going down!,
gm_2a8856986ea80f29,Museo de Sitio Huaca Pucllana,en,clima,neutro,4,media,"This is a pretty cool place to visit. If you say you are a teacher or a student they accept you without an Id. It seems the guide is hoping to get some tips, but it is an interesting tour. Bring sun screen or a hat because you are outside most of the time.","aspecto: clima reseña: This is a pretty cool place to visit. If you say you are a teacher or a student they accept you without an Id. It seems the guide is hoping to get some tips, but it is an interesting tour. Bring sun screen or a hat because you are outside most of the time.",
gm_08cd3520b3ac4d54,Reserva Nacional de Paracas,es,clima,neutro,5,media,"Es una playa pequeña en medio de la Bahía y protegida por una punta generando una playa de arena fina y sin olas. Tiene una hermosa vista de la Bahía de Paracas. La playa es muy limpia, el agua es cristalina pero fría como toda la costa peruana.","aspecto: clima reseña: Es una playa pequeña en medio de la Bahía y protegida por una punta generando una playa de arena fina y sin olas. Tiene una hermosa vista de la Bahía de Paracas. La playa es muy limpia, el agua es cristalina pero fría como toda la costa peruana.",
gm_0ddfb2d7c4e861d6,Santuario Histórico de Machu Picchu,en,clima,neutro,5,media,We got up early to catch the 5am mini bus from Aguas Calientes up to Machupicchu. The views were stunning and we were able to watch the sun creap over the mountains. Simply stunning all round and down into the winding valleys below. I also recommend climbing Machupicchu mountain (not to be confused with WaynaPichu). It's not for the faint hearted as its definitely not easy on the legs and knees and you will feel like you're about to die from exhaustion as it takes at least 2half/3 hours to get up. Its 95% steps all the way. If you do this walk then take plenty of water and try start the walk before the sun gets fully up and cooks you. The whole visit was awe inspiring. I definitely slept that night.,aspecto: clima reseña: We got up early to catch the 5am mini bus from Aguas Calientes up to Machupicchu. The views were stunning and we were able to watch the sun creap over the mountains. Simply stunning all round and down into the winding valleys below. I also recommend climbing Machupicchu mountain (not to be confused with WaynaPichu). It's not for the faint hearted as its definitely not easy on the legs and knees and you will feel like you're about to die from exhaustion as it takes at least 2half/3 hours to get up. Its 95% steps all the way. If you do this walk then take plenty of water and try start the walk before the sun gets fully up and cooks you. The whole visit was awe inspiring. I definitely slept that night.,
gm_67546b83dbfabee7,Valle del Colca,en,clima,neutro,5,media,Stunning place well worth a visit The condors are magical if weather conditions create thermals so they fly around But take things slow as lack of oxygen can be difficult for some,aspecto: clima reseña: Stunning place well worth a visit The condors are magical if weather conditions create thermals so they fly around But take things slow as lack of oxygen can be difficult for some,
gm_526335c45d3cf97c,Centro Histórico de Lima,en,clima,neutro,5,media,Lots of Culture To be seen Love the Old Spanish Architecture. Just the best weather.,aspecto: clima reseña: Lots of Culture To be seen Love the Old Spanish Architecture. Just the best weather.,
gm_b0a37a6c73ac669f,Circuito Mágico del Agua,en,clima,neutro,4,media,"Great place and location but missing more facility for eat and drink outside, little depressive to seat inside and have great nature and beautiful weather and not being able to enjoy it with coffee","aspecto: clima reseña: Great place and location but missing more facility for eat and drink outside, little depressive to seat inside and have great nature and beautiful weather and not being able to enjoy it with coffee",
gm_37287cc733325608,Ciudadela de Kuélap,es,clima,neutro,5,media,"Linda ciudalela, caminata no exigente, lindo clima en cualquier época del año. Si vas en teleférico tendras listas vistas","aspecto: clima reseña: Linda ciudalela, caminata no exigente, lindo clima en cualquier época del año. Si vas en teleférico tendras listas vistas",
gm_6ef55e3e942468d1,Líneas y Geoglifos de Nasca y Palpa,es,clima,neutro,5,media,"Es un lugar realmente mágico! Me encantó, y cómo el toque final es q el clima permita sobrevolarlo… eso da más significado a poder realizar el vuelo! Pero me fascina!","aspecto: clima reseña: Es un lugar realmente mágico! Me encantó, y cómo el toque final es q el clima permita sobrevolarlo… eso da más significado a poder realizar el vuelo! Pero me fascina!",
gm_635dd8fedb8ed2f2,Monasterio de Santa Catalina,en,clima,neutro,5,media,A must do in Arequipa! I like to go there in the afternoon then the sun is less strong… You can easily spend hours there. It’s a beautiful place to discover the culture of Arequipa and to relax too. You can sit and just admire the atmosphere and scenery. We visited with our kids and they loved it too. Adults pay a reasonable price. It is free of charge for the kids. You can have a visit done by a guide. They speak many languages.,aspecto: clima reseña: A must do in Arequipa! I like to go there in the afternoon then the sun is less strong… You can easily spend hours there. It’s a beautiful place to discover the culture of Arequipa and to relax too. You can sit and just admire the atmosphere and scenery. We visited with our kids and they loved it too. Adults pay a reasonable price. It is free of charge for the kids. You can have a visit done by a guide. They speak many languages.,
gm_3675863a1b0b2013,Museo de Sitio Huaca Pucllana,en,clima,neutro,5,media,"Amazing!!! The Huaca Pucllana is a site of pre-Incan architecture from 1500 years ago, right in the middle of a modern city. The site was built as an area to perform war rituals, for leaders to express their power, connect religiously with their Gods and later used as a burial site. The brilliant minds back then used their knowledge of the earth to build a structure that can withstand any weather system. The mud bricks absorb the mist of Lima to strengthen itself and the upright bricks with spaces to withstand shock waves from earthquakes. All of this made by hand!!","aspecto: clima reseña: Amazing!!! The Huaca Pucllana is a site of pre-Incan architecture from 1500 years ago, right in the middle of a modern city. The site was built as an area to perform war rituals, for leaders to express their power, connect religiously with their Gods and later used as a burial site. The brilliant minds back then used their knowledge of the earth to build a structure that can withstand any weather system. The mud bricks absorb the mist of Lima to strengthen itself and the upright bricks with spaces to withstand shock waves from earthquakes. All of this made by hand!!",
gm_14458bf05b4b59f7,Reserva Nacional de Paracas,es,clima,neutro,5,media,"Excelente lugar para visitar en verano por el ambiente y clima local, pero tener en cuenta que la playa es muy pequeña casi siempre está copada, está prohibido el ingreso de alimentos hay un control de retención de los mismos en el.acceso principal, el agua de esta playa es lo máximo con tonos azulados en verdad buena opción para las personas que visiten esta playa en día de semana, ya que en los fines de semana será muy complicado estar a gusta si no te gusta mucho la gente.","aspecto: clima reseña: Excelente lugar para visitar en verano por el ambiente y clima local, pero tener en cuenta que la playa es muy pequeña casi siempre está copada, está prohibido el ingreso de alimentos hay un control de retención de los mismos en el.acceso principal, el agua de esta playa es lo máximo con tonos azulados en verdad buena opción para las personas que visiten esta playa en día de semana, ya que en los fines de semana será muy complicado estar a gusta si no te gusta mucho la gente.",
gm_0eca3dd8dbaab84e,Santuario Histórico de Machu Picchu,en,clima,neutro,5,media,"I mean this is one of the seven wonders of the world and pretty much speaks for itself, the view is more amazing than pretty much anywhere else on earth! I'd highly recommend getting tickets in advance to avoid the lines as well as wearing light clothing that covers your arms and legs to protect from both the sun and insects. Don't forget a wide brimmed hat, but you can get one on the way!","aspecto: clima reseña: I mean this is one of the seven wonders of the world and pretty much speaks for itself, the view is more amazing than pretty much anywhere else on earth! I'd highly recommend getting tickets in advance to avoid the lines as well as wearing light clothing that covers your arms and legs to protect from both the sun and insects. Don't forget a wide brimmed hat, but you can get one on the way!",
gm_9c0c56d93c340ccb,Valle del Colca,en,clima,neutro,5,media,"This is such a beautiful place to visit. I only came to see the condors, but the hiking is supposed to be spectacular. If I were you, I wouldn't take a day trek from Arequipa, but instead stay in Chivay or Cabanaconde. This way you have more options. Also, don't trust the weather of Chivay. It doesn't dictate weather in other places.","aspecto: clima reseña: This is such a beautiful place to visit. I only came to see the condors, but the hiking is supposed to be spectacular. If I were you, I wouldn't take a day trek from Arequipa, but instead stay in Chivay or Cabanaconde. This way you have more options. Also, don't trust the weather of Chivay. It doesn't dictate weather in other places.",
gm_805cf37774144545,Centro Histórico de Lima,en,clima,neutro,5,media,Perfect to visit early in the morning cause there's no one. Weather was perfect.,aspecto: clima reseña: Perfect to visit early in the morning cause there's no one. Weather was perfect.,
gm_36a9813dcff529f5,Circuito Mágico del Agua,es,clima,neutro,5,media,"Muy lindo espectáculo ! Al alcance de todos ..hay entradas según la edad dentro hay lugares donde los niños pueden jugar ! Lugares donde se puede comer ! Tuvimos la suerte que ese día el clima estaba a nuestro favor , las personas de atienden y dan informes muy educados ..los baños limpios.. Hay que a partir de las 6:00 p.m para alcanzar a todo en recorrido ..porque eso sí dada la hora de salida , ya no encuentras baños abiertos !","aspecto: clima reseña: Muy lindo espectáculo ! Al alcance de todos ..hay entradas según la edad dentro hay lugares donde los niños pueden jugar ! Lugares donde se puede comer ! Tuvimos la suerte que ese día el clima estaba a nuestro favor , las personas de atienden y dan informes muy educados ..los baños limpios.. Hay que a partir de las 6:00 p.m para alcanzar a todo en recorrido ..porque eso sí dada la hora de salida , ya no encuentras baños abiertos !",
gm_4120cf0f824d2d6c,Ciudadela de Kuélap,es,clima,neutro,5,media,"Kuelap es simplemente espectacular, siempre hay que llevar un impermeable pues en cualquier momento llueve...","aspecto: clima reseña: Kuelap es simplemente espectacular, siempre hay que llevar un impermeable pues en cualquier momento llueve...",
gm_b957302c612555c2,Monasterio de Santa Catalina,es,clima,neutro,5,media,Hermoso complejo arquitectónico la verdad es que nunca había entrado antes y me gustó mucho se siente mucha paz y tranquilidad en el lugar y los cuartos y demás ambientes de las monjas son muy bonitos y están bien cuidados a pesar de que el clima seco hace que se puedan deteriorar mucho más rápido,aspecto: clima reseña: Hermoso complejo arquitectónico la verdad es que nunca había entrado antes y me gustó mucho se siente mucha paz y tranquilidad en el lugar y los cuartos y demás ambientes de las monjas son muy bonitos y están bien cuidados a pesar de que el clima seco hace que se puedan deteriorar mucho más rápido,
gm_59e8d565baeb0712,Museo de Sitio Huaca Pucllana,en,clima,neutro,4,media,"Interesting place to visit and learn about the earliest history of Lima. One point we took away: If doing the tour of the pyramid in the got months, apply sunscreen generously and/or take an umbrella - 30 minutes in the sun at noon can be a challenge.","aspecto: clima reseña: Interesting place to visit and learn about the earliest history of Lima. One point we took away: If doing the tour of the pyramid in the got months, apply sunscreen generously and/or take an umbrella - 30 minutes in the sun at noon can be a challenge.",
gm_20c99898428c65c3,Reserva Nacional de Paracas,es,clima,neutro,5,media,"Un paisaje hermoso, el contraste del desierto con el mar es increíble. El agua es bastante fría.","aspecto: clima reseña: Un paisaje hermoso, el contraste del desierto con el mar es increíble. El agua es bastante fría.",
gm_109aa05ae710f89a,Santuario Histórico de Machu Picchu,en,clima,neutro,5,media,"One of the Seven Wonders of the World... The most incredible experience that I ever had.🥰🥰🥰 The views, the landmarks, the landscapes, the history, and the stories of the Andine Native people really touch our hearts in a spiritual way.♥️♥️♥️♥️ One really needs to be present at the historical sites to feel the presence of nature and power of history through time. Apart from knowing the place, our guide was an excellent complement to our experience, since he told us the history of the Incas of those times, it was so interesting and his way of telling us the story was incredible, he used words that made us feeling part of history I really recommend him, if you can locate him on WhatsApp +51 964 577 813 his name is Andres Abel Payva Anaya. 👍👍👍😁😁On the other hand, you need to wear light clothing that covers your arms and legs to protect from both the sun and insects, and don't forget your sunscreen. You must visit this incredible place 💯 💯 😀😀😀 recommended 👌 👍","aspecto: clima reseña: One of the Seven Wonders of the World... The most incredible experience that I ever had.🥰🥰🥰 The views, the landmarks, the landscapes, the history, and the stories of the Andine Native people really touch our hearts in a spiritual way.♥️♥️♥️♥️ One really needs to be present at the historical sites to feel the presence of nature and power of history through time. Apart from knowing the place, our guide was an excellent complement to our experience, since he told us the history of the Incas of those times, it was so interesting and his way of telling us the story was incredible, he used words that made us feeling part of history I really recommend him, if you can locate him on WhatsApp +51 964 577 813 his name is Andres Abel Payva Anaya. 👍👍👍😁😁On the other hand, you need to wear light clothing that covers your arms and legs to protect from both the sun and insects, and don't forget your sunscreen. You must visit this incredible place 💯 💯 😀😀😀 recommended 👌 👍",
gm_de9c7e245112e9e4,Valle del Colca,en,clima,neutro,5,media,Amazing place. Do not do any serious trekking on your own without prior experience. The weather can change rapidly. Air is thin for newcomers.,aspecto: clima reseña: Amazing place. Do not do any serious trekking on your own without prior experience. The weather can change rapidly. Air is thin for newcomers.,
gm_ae66bc34824bac0b,Centro Histórico de Lima,en,clima,neutro,5,media,"Great place, but you should go prepare for an extra of sun. There is a LIMA sing to take pictures in the north corner.","aspecto: clima reseña: Great place, but you should go prepare for an extra of sun. There is a LIMA sing to take pictures in the north corner.",
