annotation_id,review_uid,destination,language_review,aspecto,text_clean,input_modelo,label,origen
gm_4e78e301af31be65__costos,gm_4e78e301af31be65,Reserva Nacional de Paracas,es,costos,"Carisimo, te aplican, en cada plato de comida, S/ 55 un cevichito o S/ 45 un plato de chaufa...","aspecto: costos reseña: Carisimo, te aplican, en cada plato de comida, S/ 55 un cevichito o S/ 45 un plato de chaufa...",neutro,consenso_v2
gm_4e78e301af31be65__gastronomia,gm_4e78e301af31be65,Reserva Nacional de Paracas,es,gastronomia,"Carisimo, te aplican, en cada plato de comida, S/ 55 un cevichito o S/ 45 un plato de chaufa...","aspecto: gastronomia reseña: Carisimo, te aplican, en cada plato de comida, S/ 55 un cevichito o S/ 45 un plato de chaufa...",neutro,consenso_v2
gm_c577604f2fdd010c__atractivos,gm_c577604f2fdd010c,Santuario Histórico de Machu Picchu,en,atractivos,It might sound insane to rate this site as 2 star consider is a world heritage site but this was one of the most deflating experiences of my trip. We got the circuito 1 ticket which basically keeps you out of the site and you get is a view. AND NOTICE ONCE UP THERE YOU CANNOT BUY A SECOND TICKET . When we realized this we tried to get another ticket but we were told we needed to go down to the town and buy another one and then go back up again. Which means a couple of hours by bus and your train tickets might be lost as they also have set times. To be honest they should not sell this ticket! thank God they sun came out and we had a site other wise we would have spend $300 to see a cloud! I really dislike how artificial and turistic this attraction is and how circuito 1 feels more like a scam,aspecto: atractivos reseña: It might sound insane to rate this site as 2 star consider is a world heritage site but this was one of the most deflating experiences of my trip. We got the circuito 1 ticket which basically keeps you out of the site and you get is a view. AND NOTICE ONCE UP THERE YOU CANNOT BUY A SECOND TICKET . When we realized this we tried to get another ticket but we were told we needed to go down to the town and buy another one and then go back up again. Which means a couple of hours by bus and your train tickets might be lost as they also have set times. To be honest they should not sell this ticket! thank God they sun came out and we had a site other wise we would have spend $300 to see a cloud! I really dislike how artificial and turistic this attraction is and how circuito 1 feels more like a scam,negativo,consenso_v2
gm_c577604f2fdd010c__costos,gm_c577604f2fdd010c,Santuario Histórico de Machu Picchu,en,costos,It might sound insane to rate this site as 2 star consider is a world heritage site but this was one of the most deflating experiences of my trip. We got the circuito 1 ticket which basically keeps you out of the site and you get is a view. AND NOTICE ONCE UP THERE YOU CANNOT BUY A SECOND TICKET . When we realized this we tried to get another ticket but we were told we needed to go down to the town and buy another one and then go back up again. Which means a couple of hours by bus and your train tickets might be lost as they also have set times. To be honest they should not sell this ticket! thank God they sun came out and we had a site other wise we would have spend $300 to see a cloud! I really dislike how artificial and turistic this attraction is and how circuito 1 feels more like a scam,aspecto: costos reseña: It might sound insane to rate this site as 2 star consider is a world heritage site but this was one of the most deflating experiences of my trip. We got the circuito 1 ticket which basically keeps you out of the site and you get is a view. AND NOTICE ONCE UP THERE YOU CANNOT BUY A SECOND TICKET . When we realized this we tried to get another ticket but we were told we needed to go down to the town and buy another one and then go back up again. Which means a couple of hours by bus and your train tickets might be lost as they also have set times. To be honest they should not sell this ticket! thank God they sun came out and we had a site other wise we would have spend $300 to see a cloud! I really dislike how artificial and turistic this attraction is and how circuito 1 feels more like a scam,neutro,consenso_v2
gm_c577604f2fdd010c__seguridad,gm_c577604f2fdd010c,Santuario Histórico de Machu Picchu,en,seguridad,It might sound insane to rate this site as 2 star consider is a world heritage site but this was one of the most deflating experiences of my trip. We got the circuito 1 ticket which basically keeps you out of the site and you get is a view. AND NOTICE ONCE UP THERE YOU CANNOT BUY A SECOND TICKET . When we realized this we tried to get another ticket but we were told we needed to go down to the town and buy another one and then go back up again. Which means a couple of hours by bus and your train tickets might be lost as they also have set times. To be honest they should not sell this ticket! thank God they sun came out and we had a site other wise we would have spend $300 to see a cloud! I really dislike how artificial and turistic this attraction is and how circuito 1 feels more like a scam,aspecto: seguridad reseña: It might sound insane to rate this site as 2 star consider is a world heritage site but this was one of the most deflating experiences of my trip. We got the circuito 1 ticket which basically keeps you out of the site and you get is a view. AND NOTICE ONCE UP THERE YOU CANNOT BUY A SECOND TICKET . When we realized this we tried to get another ticket but we were told we needed to go down to the town and buy another one and then go back up again. Which means a couple of hours by bus and your train tickets might be lost as they also have set times. To be honest they should not sell this ticket! thank God they sun came out and we had a site other wise we would have spend $300 to see a cloud! I really dislike how artificial and turistic this attraction is and how circuito 1 feels more like a scam,negativo,consenso_v2
gm_c577604f2fdd010c__accesibilidad,gm_c577604f2fdd010c,Santuario Histórico de Machu Picchu,en,accesibilidad,It might sound insane to rate this site as 2 star consider is a world heritage site but this was one of the most deflating experiences of my trip. We got the circuito 1 ticket which basically keeps you out of the site and you get is a view. AND NOTICE ONCE UP THERE YOU CANNOT BUY A SECOND TICKET . When we realized this we tried to get another ticket but we were told we needed to go down to the town and buy another one and then go back up again. Which means a couple of hours by bus and your train tickets might be lost as they also have set times. To be honest they should not sell this ticket! thank God they sun came out and we had a site other wise we would have spend $300 to see a cloud! I really dislike how artificial and turistic this attraction is and how circuito 1 feels more like a scam,aspecto: accesibilidad reseña: It might sound insane to rate this site as 2 star consider is a world heritage site but this was one of the most deflating experiences of my trip. We got the circuito 1 ticket which basically keeps you out of the site and you get is a view. AND NOTICE ONCE UP THERE YOU CANNOT BUY A SECOND TICKET . When we realized this we tried to get another ticket but we were told we needed to go down to the town and buy another one and then go back up again. Which means a couple of hours by bus and your train tickets might be lost as they also have set times. To be honest they should not sell this ticket! thank God they sun came out and we had a site other wise we would have spend $300 to see a cloud! I really dislike how artificial and turistic this attraction is and how circuito 1 feels more like a scam,neutro,consenso_v2
gm_c577604f2fdd010c__clima,gm_c577604f2fdd010c,Santuario Histórico de Machu Picchu,en,clima,It might sound insane to rate this site as 2 star consider is a world heritage site but this was one of the most deflating experiences of my trip. We got the circuito 1 ticket which basically keeps you out of the site and you get is a view. AND NOTICE ONCE UP THERE YOU CANNOT BUY A SECOND TICKET . When we realized this we tried to get another ticket but we were told we needed to go down to the town and buy another one and then go back up again. Which means a couple of hours by bus and your train tickets might be lost as they also have set times. To be honest they should not sell this ticket! thank God they sun came out and we had a site other wise we would have spend $300 to see a cloud! I really dislike how artificial and turistic this attraction is and how circuito 1 feels more like a scam,aspecto: clima reseña: It might sound insane to rate this site as 2 star consider is a world heritage site but this was one of the most deflating experiences of my trip. We got the circuito 1 ticket which basically keeps you out of the site and you get is a view. AND NOTICE ONCE UP THERE YOU CANNOT BUY A SECOND TICKET . When we realized this we tried to get another ticket but we were told we needed to go down to the town and buy another one and then go back up again. Which means a couple of hours by bus and your train tickets might be lost as they also have set times. To be honest they should not sell this ticket! thank God they sun came out and we had a site other wise we would have spend $300 to see a cloud! I really dislike how artificial and turistic this attraction is and how circuito 1 feels more like a scam,negativo,consenso_v2
gm_07fd6a880f0769af__atractivos,gm_07fd6a880f0769af,Santuario Histórico de Machu Picchu,en,atractivos,Machu Picchu had been on my bucketlist for 3years finally got the chance to visit October 2021. All I can say is that the pictures dont do justice the place absolutely beautiful. So much history learn about. The weather was great no fog/rain. If it's on your list definitely go see it. Worth it!!,aspecto: atractivos reseña: Machu Picchu had been on my bucketlist for 3years finally got the chance to visit October 2021. All I can say is that the pictures dont do justice the place absolutely beautiful. So much history learn about. The weather was great no fog/rain. If it's on your list definitely go see it. Worth it!!,positivo,consenso_v2
gm_07fd6a880f0769af__costos,gm_07fd6a880f0769af,Santuario Histórico de Machu Picchu,en,costos,Machu Picchu had been on my bucketlist for 3years finally got the chance to visit October 2021. All I can say is that the pictures dont do justice the place absolutely beautiful. So much history learn about. The weather was great no fog/rain. If it's on your list definitely go see it. Worth it!!,aspecto: costos reseña: Machu Picchu had been on my bucketlist for 3years finally got the chance to visit October 2021. All I can say is that the pictures dont do justice the place absolutely beautiful. So much history learn about. The weather was great no fog/rain. If it's on your list definitely go see it. Worth it!!,positivo,consenso_v2
gm_07fd6a880f0769af__clima,gm_07fd6a880f0769af,Santuario Histórico de Machu Picchu,en,clima,Machu Picchu had been on my bucketlist for 3years finally got the chance to visit October 2021. All I can say is that the pictures dont do justice the place absolutely beautiful. So much history learn about. The weather was great no fog/rain. If it's on your list definitely go see it. Worth it!!,aspecto: clima reseña: Machu Picchu had been on my bucketlist for 3years finally got the chance to visit October 2021. All I can say is that the pictures dont do justice the place absolutely beautiful. So much history learn about. The weather was great no fog/rain. If it's on your list definitely go see it. Worth it!!,negativo,consenso_v2
gm_c5f59f12efd4c511__atractivos,gm_c5f59f12efd4c511,Circuito Mágico del Agua,en,atractivos,It's a Waterpark....something you'd see in Las Vegas. The show and fountains were nice.,aspecto: atractivos reseña: It's a Waterpark....something you'd see in Las Vegas. The show and fountains were nice.,positivo,consenso_v2
gm_9ab6abf81dc46521__atractivos,gm_9ab6abf81dc46521,Ciudadela de Kuélap,en,atractivos,"Kuélap is absolutely amazing! The place is full of energy and history, surrounded by stunning vegetation and mountain views. The whole tour inside takes about 2 hours, with lots of ruins and impressive walls to explore. Entrance is S/ 20 (online only). To get there you have three options: • Hiking (very hard), • By car (Nogalcucho or Choctamal), • Or the cable car, which we chose and highly recommend! It costs around S/ 27 per person, takes about 25 minutes, and offers breathtaking views. Important note: Kuélap is not only a fortress, but a whole fortified city built by the Chachapoyas culture around 900–1100 AD. The cable car itself was built with French technology and is super modern and safe. Definitely one of the most impressive experiences in northern Peru!","aspecto: atractivos reseña: Kuélap is absolutely amazing! The place is full of energy and history, surrounded by stunning vegetation and mountain views. The whole tour inside takes about 2 hours, with lots of ruins and impressive walls to explore. Entrance is S/ 20 (online only). To get there you have three options: • Hiking (very hard), • By car (Nogalcucho or Choctamal), • Or the cable car, which we chose and highly recommend! It costs around S/ 27 per person, takes about 25 minutes, and offers breathtaking views. Important note: Kuélap is not only a fortress, but a whole fortified city built by the Chachapoyas culture around 900–1100 AD. The cable car itself was built with French technology and is super modern and safe. Definitely one of the most impressive experiences in northern Peru!",positivo,consenso_v2
gm_9ab6abf81dc46521__costos,gm_9ab6abf81dc46521,Ciudadela de Kuélap,en,costos,"Kuélap is absolutely amazing! The place is full of energy and history, surrounded by stunning vegetation and mountain views. The whole tour inside takes about 2 hours, with lots of ruins and impressive walls to explore. Entrance is S/ 20 (online only). To get there you have three options: • Hiking (very hard), • By car (Nogalcucho or Choctamal), • Or the cable car, which we chose and highly recommend! It costs around S/ 27 per person, takes about 25 minutes, and offers breathtaking views. Important note: Kuélap is not only a fortress, but a whole fortified city built by the Chachapoyas culture around 900–1100 AD. The cable car itself was built with French technology and is super modern and safe. Definitely one of the most impressive experiences in northern Peru!","aspecto: costos reseña: Kuélap is absolutely amazing! The place is full of energy and history, surrounded by stunning vegetation and mountain views. The whole tour inside takes about 2 hours, with lots of ruins and impressive walls to explore. Entrance is S/ 20 (online only). To get there you have three options: • Hiking (very hard), • By car (Nogalcucho or Choctamal), • Or the cable car, which we chose and highly recommend! It costs around S/ 27 per person, takes about 25 minutes, and offers breathtaking views. Important note: Kuélap is not only a fortress, but a whole fortified city built by the Chachapoyas culture around 900–1100 AD. The cable car itself was built with French technology and is super modern and safe. Definitely one of the most impressive experiences in northern Peru!",neutro,consenso_v2
gm_9ab6abf81dc46521__seguridad,gm_9ab6abf81dc46521,Ciudadela de Kuélap,en,seguridad,"Kuélap is absolutely amazing! The place is full of energy and history, surrounded by stunning vegetation and mountain views. The whole tour inside takes about 2 hours, with lots of ruins and impressive walls to explore. Entrance is S/ 20 (online only). To get there you have three options: • Hiking (very hard), • By car (Nogalcucho or Choctamal), • Or the cable car, which we chose and highly recommend! It costs around S/ 27 per person, takes about 25 minutes, and offers breathtaking views. Important note: Kuélap is not only a fortress, but a whole fortified city built by the Chachapoyas culture around 900–1100 AD. The cable car itself was built with French technology and is super modern and safe. Definitely one of the most impressive experiences in northern Peru!","aspecto: seguridad reseña: Kuélap is absolutely amazing! The place is full of energy and history, surrounded by stunning vegetation and mountain views. The whole tour inside takes about 2 hours, with lots of ruins and impressive walls to explore. Entrance is S/ 20 (online only). To get there you have three options: • Hiking (very hard), • By car (Nogalcucho or Choctamal), • Or the cable car, which we chose and highly recommend! It costs around S/ 27 per person, takes about 25 minutes, and offers breathtaking views. Important note: Kuélap is not only a fortress, but a whole fortified city built by the Chachapoyas culture around 900–1100 AD. The cable car itself was built with French technology and is super modern and safe. Definitely one of the most impressive experiences in northern Peru!",positivo,consenso_v2
gm_9ab6abf81dc46521__accesibilidad,gm_9ab6abf81dc46521,Ciudadela de Kuélap,en,accesibilidad,"Kuélap is absolutely amazing! The place is full of energy and history, surrounded by stunning vegetation and mountain views. The whole tour inside takes about 2 hours, with lots of ruins and impressive walls to explore. Entrance is S/ 20 (online only). To get there you have three options: • Hiking (very hard), • By car (Nogalcucho or Choctamal), • Or the cable car, which we chose and highly recommend! It costs around S/ 27 per person, takes about 25 minutes, and offers breathtaking views. Important note: Kuélap is not only a fortress, but a whole fortified city built by the Chachapoyas culture around 900–1100 AD. The cable car itself was built with French technology and is super modern and safe. Definitely one of the most impressive experiences in northern Peru!","aspecto: accesibilidad reseña: Kuélap is absolutely amazing! The place is full of energy and history, surrounded by stunning vegetation and mountain views. The whole tour inside takes about 2 hours, with lots of ruins and impressive walls to explore. Entrance is S/ 20 (online only). To get there you have three options: • Hiking (very hard), • By car (Nogalcucho or Choctamal), • Or the cable car, which we chose and highly recommend! It costs around S/ 27 per person, takes about 25 minutes, and offers breathtaking views. Important note: Kuélap is not only a fortress, but a whole fortified city built by the Chachapoyas culture around 900–1100 AD. The cable car itself was built with French technology and is super modern and safe. Definitely one of the most impressive experiences in northern Peru!",negativo,consenso_v2
gm_9ab6abf81dc46521__atencion_servicio,gm_9ab6abf81dc46521,Ciudadela de Kuélap,en,atencion_servicio,"Kuélap is absolutely amazing! The place is full of energy and history, surrounded by stunning vegetation and mountain views. The whole tour inside takes about 2 hours, with lots of ruins and impressive walls to explore. Entrance is S/ 20 (online only). To get there you have three options: • Hiking (very hard), • By car (Nogalcucho or Choctamal), • Or the cable car, which we chose and highly recommend! It costs around S/ 27 per person, takes about 25 minutes, and offers breathtaking views. Important note: Kuélap is not only a fortress, but a whole fortified city built by the Chachapoyas culture around 900–1100 AD. The cable car itself was built with French technology and is super modern and safe. Definitely one of the most impressive experiences in northern Peru!","aspecto: atencion_servicio reseña: Kuélap is absolutely amazing! The place is full of energy and history, surrounded by stunning vegetation and mountain views. The whole tour inside takes about 2 hours, with lots of ruins and impressive walls to explore. Entrance is S/ 20 (online only). To get there you have three options: • Hiking (very hard), • By car (Nogalcucho or Choctamal), • Or the cable car, which we chose and highly recommend! It costs around S/ 27 per person, takes about 25 minutes, and offers breathtaking views. Important note: Kuélap is not only a fortress, but a whole fortified city built by the Chachapoyas culture around 900–1100 AD. The cable car itself was built with French technology and is super modern and safe. Definitely one of the most impressive experiences in northern Peru!",neutro,consenso_v2
gm_8e5dc68d1ac17316__atractivos,gm_8e5dc68d1ac17316,Centro Histórico de Lima,es,atractivos,"Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico.","aspecto: atractivos reseña: Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico.",positivo,consenso_v2
gm_8e5dc68d1ac17316__costos,gm_8e5dc68d1ac17316,Centro Histórico de Lima,es,costos,"Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico.","aspecto: costos reseña: Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico.",neutro,consenso_v2
gm_8e5dc68d1ac17316__seguridad,gm_8e5dc68d1ac17316,Centro Histórico de Lima,es,seguridad,"Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico.","aspecto: seguridad reseña: Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico.",positivo,consenso_v2
gm_8e5dc68d1ac17316__atencion_servicio,gm_8e5dc68d1ac17316,Centro Histórico de Lima,es,atencion_servicio,"Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico.","aspecto: atencion_servicio reseña: Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico.",neutro,consenso_v2
gm_8e5dc68d1ac17316__gastronomia,gm_8e5dc68d1ac17316,Centro Histórico de Lima,es,gastronomia,"Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico.","aspecto: gastronomia reseña: Nuestra bella Plaza de Lima, aquí vienen muchos turistas de distintas partes del mundo, a disfrutar de su belleza arquitectonica como sus iglesias que podrías visitar en todos sus alrededores y la catedral que es una de las más grandes, también ven con la barriga vacía porque podrás saciar tu paladar de deliciosos postres peruanos, además si vienes antes del medio día, podrás ver el cambio de guardia. Y si te animas también podrás tomar un tour hacia puntos turísticos muy cercanos por un precio módico.",positivo,consenso_v2
gm_1818996cba632a75__atractivos,gm_1818996cba632a75,Museo de Sitio Huaca Pucllana,es,atractivos,"Agradable por el concepto cultural e histórico, es una lastima que se venga disminuyendo en tamaño, buenas guias","aspecto: atractivos reseña: Agradable por el concepto cultural e histórico, es una lastima que se venga disminuyendo en tamaño, buenas guias",positivo,consenso_v2
gm_1818996cba632a75__atencion_servicio,gm_1818996cba632a75,Museo de Sitio Huaca Pucllana,es,atencion_servicio,"Agradable por el concepto cultural e histórico, es una lastima que se venga disminuyendo en tamaño, buenas guias","aspecto: atencion_servicio reseña: Agradable por el concepto cultural e histórico, es una lastima que se venga disminuyendo en tamaño, buenas guias",positivo,consenso_v2
gm_3bfe4eb2a104389f__atractivos,gm_3bfe4eb2a104389f,Santuario Histórico de Machu Picchu,es,atractivos,"Un lugar mágico, si vas a las 6 de la mañana es muy tranquilo! Y para regresar a aguascalientes no necesitas tomar un bus, el camino es muy fácil.","aspecto: atractivos reseña: Un lugar mágico, si vas a las 6 de la mañana es muy tranquilo! Y para regresar a aguascalientes no necesitas tomar un bus, el camino es muy fácil.",positivo,consenso_v2
gm_3bfe4eb2a104389f__accesibilidad,gm_3bfe4eb2a104389f,Santuario Histórico de Machu Picchu,es,accesibilidad,"Un lugar mágico, si vas a las 6 de la mañana es muy tranquilo! Y para regresar a aguascalientes no necesitas tomar un bus, el camino es muy fácil.","aspecto: accesibilidad reseña: Un lugar mágico, si vas a las 6 de la mañana es muy tranquilo! Y para regresar a aguascalientes no necesitas tomar un bus, el camino es muy fácil.",positivo,consenso_v2
gm_846951ec765f1f62__atractivos,gm_846951ec765f1f62,Ciudadela de Kuélap,es,atractivos,"Era un lugar muy bonito, sin embargo actualmente está muy deteriorado (quizás por el clima o las excavaciones que hacen), ahora hay muchas cosas que ya no puedes ver proque están destruidas como la entrada principal, lo único que llama la atención es el teleférico. Las piedras arrumadas al costado las puedes ver afuera y dentro del complejo arqueológico.","aspecto: atractivos reseña: Era un lugar muy bonito, sin embargo actualmente está muy deteriorado (quizás por el clima o las excavaciones que hacen), ahora hay muchas cosas que ya no puedes ver proque están destruidas como la entrada principal, lo único que llama la atención es el teleférico. Las piedras arrumadas al costado las puedes ver afuera y dentro del complejo arqueológico.",positivo,consenso_v2
gm_846951ec765f1f62__costos,gm_846951ec765f1f62,Ciudadela de Kuélap,es,costos,"Era un lugar muy bonito, sin embargo actualmente está muy deteriorado (quizás por el clima o las excavaciones que hacen), ahora hay muchas cosas que ya no puedes ver proque están destruidas como la entrada principal, lo único que llama la atención es el teleférico. Las piedras arrumadas al costado las puedes ver afuera y dentro del complejo arqueológico.","aspecto: costos reseña: Era un lugar muy bonito, sin embargo actualmente está muy deteriorado (quizás por el clima o las excavaciones que hacen), ahora hay muchas cosas que ya no puedes ver proque están destruidas como la entrada principal, lo único que llama la atención es el teleférico. Las piedras arrumadas al costado las puedes ver afuera y dentro del complejo arqueológico.",positivo,consenso_v2
gm_846951ec765f1f62__atencion_servicio,gm_846951ec765f1f62,Ciudadela de Kuélap,es,atencion_servicio,"Era un lugar muy bonito, sin embargo actualmente está muy deteriorado (quizás por el clima o las excavaciones que hacen), ahora hay muchas cosas que ya no puedes ver proque están destruidas como la entrada principal, lo único que llama la atención es el teleférico. Las piedras arrumadas al costado las puedes ver afuera y dentro del complejo arqueológico.","aspecto: atencion_servicio reseña: Era un lugar muy bonito, sin embargo actualmente está muy deteriorado (quizás por el clima o las excavaciones que hacen), ahora hay muchas cosas que ya no puedes ver proque están destruidas como la entrada principal, lo único que llama la atención es el teleférico. Las piedras arrumadas al costado las puedes ver afuera y dentro del complejo arqueológico.",positivo,consenso_v2
gm_846951ec765f1f62__clima,gm_846951ec765f1f62,Ciudadela de Kuélap,es,clima,"Era un lugar muy bonito, sin embargo actualmente está muy deteriorado (quizás por el clima o las excavaciones que hacen), ahora hay muchas cosas que ya no puedes ver proque están destruidas como la entrada principal, lo único que llama la atención es el teleférico. Las piedras arrumadas al costado las puedes ver afuera y dentro del complejo arqueológico.","aspecto: clima reseña: Era un lugar muy bonito, sin embargo actualmente está muy deteriorado (quizás por el clima o las excavaciones que hacen), ahora hay muchas cosas que ya no puedes ver proque están destruidas como la entrada principal, lo único que llama la atención es el teleférico. Las piedras arrumadas al costado las puedes ver afuera y dentro del complejo arqueológico.",positivo,consenso_v2
gm_e81ea6c9c2807744__atractivos,gm_e81ea6c9c2807744,Santuario Histórico de Machu Picchu,es,atractivos,"Me encanto la vibra y la paz que se siente en este lugar, es increíble. Hace honor a su nombramiento como Maravilla del mundo. Yo fui con una agencia lo cual me facilitó todo, me esperaba un guía en cada momento para acompañar todo mi recorrido. Muchas personas deciden hacerlo por su cuenta sin embargo por los tiempos creo que con guía puede ser mejor y más ordenado. Para subir yo subí en transporte el cual tardo 20 min pero se hace fila de una hora previa a subir al transporte. Hay personas que lo hacen caminando y al parecer es aproximadamente dos horas para subir pero vale totalmente la pena cuando ya estás arriba.","aspecto: atractivos reseña: Me encanto la vibra y la paz que se siente en este lugar, es increíble. Hace honor a su nombramiento como Maravilla del mundo. Yo fui con una agencia lo cual me facilitó todo, me esperaba un guía en cada momento para acompañar todo mi recorrido. Muchas personas deciden hacerlo por su cuenta sin embargo por los tiempos creo que con guía puede ser mejor y más ordenado. Para subir yo subí en transporte el cual tardo 20 min pero se hace fila de una hora previa a subir al transporte. Hay personas que lo hacen caminando y al parecer es aproximadamente dos horas para subir pero vale totalmente la pena cuando ya estás arriba.",positivo,consenso_v2
gm_e81ea6c9c2807744__accesibilidad,gm_e81ea6c9c2807744,Santuario Histórico de Machu Picchu,es,accesibilidad,"Me encanto la vibra y la paz que se siente en este lugar, es increíble. Hace honor a su nombramiento como Maravilla del mundo. Yo fui con una agencia lo cual me facilitó todo, me esperaba un guía en cada momento para acompañar todo mi recorrido. Muchas personas deciden hacerlo por su cuenta sin embargo por los tiempos creo que con guía puede ser mejor y más ordenado. Para subir yo subí en transporte el cual tardo 20 min pero se hace fila de una hora previa a subir al transporte. Hay personas que lo hacen caminando y al parecer es aproximadamente dos horas para subir pero vale totalmente la pena cuando ya estás arriba.","aspecto: accesibilidad reseña: Me encanto la vibra y la paz que se siente en este lugar, es increíble. Hace honor a su nombramiento como Maravilla del mundo. Yo fui con una agencia lo cual me facilitó todo, me esperaba un guía en cada momento para acompañar todo mi recorrido. Muchas personas deciden hacerlo por su cuenta sin embargo por los tiempos creo que con guía puede ser mejor y más ordenado. Para subir yo subí en transporte el cual tardo 20 min pero se hace fila de una hora previa a subir al transporte. Hay personas que lo hacen caminando y al parecer es aproximadamente dos horas para subir pero vale totalmente la pena cuando ya estás arriba.",neutro,consenso_v2
gm_e81ea6c9c2807744__atencion_servicio,gm_e81ea6c9c2807744,Santuario Histórico de Machu Picchu,es,atencion_servicio,"Me encanto la vibra y la paz que se siente en este lugar, es increíble. Hace honor a su nombramiento como Maravilla del mundo. Yo fui con una agencia lo cual me facilitó todo, me esperaba un guía en cada momento para acompañar todo mi recorrido. Muchas personas deciden hacerlo por su cuenta sin embargo por los tiempos creo que con guía puede ser mejor y más ordenado. Para subir yo subí en transporte el cual tardo 20 min pero se hace fila de una hora previa a subir al transporte. Hay personas que lo hacen caminando y al parecer es aproximadamente dos horas para subir pero vale totalmente la pena cuando ya estás arriba.","aspecto: atencion_servicio reseña: Me encanto la vibra y la paz que se siente en este lugar, es increíble. Hace honor a su nombramiento como Maravilla del mundo. Yo fui con una agencia lo cual me facilitó todo, me esperaba un guía en cada momento para acompañar todo mi recorrido. Muchas personas deciden hacerlo por su cuenta sin embargo por los tiempos creo que con guía puede ser mejor y más ordenado. Para subir yo subí en transporte el cual tardo 20 min pero se hace fila de una hora previa a subir al transporte. Hay personas que lo hacen caminando y al parecer es aproximadamente dos horas para subir pero vale totalmente la pena cuando ya estás arriba.",neutro,consenso_v2
