annotation_id,review_uid,destination,language_review,text_clean,aspecto,input_modelo,label
gm_168ef5909d650882__atractivos,gm_168ef5909d650882,Líneas y Geoglifos de Nasca y Palpa,es,Muy interesante aprender algo más de la cultura peruana y recomiendo llevar gorras y bloqueadores porque hace el calor es x demasiado fuerte.,atractivos,aspecto: atractivos reseña: Muy interesante aprender algo más de la cultura peruana y recomiendo llevar gorras y bloqueadores porque hace el calor es x demasiado fuerte.,positivo
gm_168ef5909d650882__accesibilidad,gm_168ef5909d650882,Líneas y Geoglifos de Nasca y Palpa,es,Muy interesante aprender algo más de la cultura peruana y recomiendo llevar gorras y bloqueadores porque hace el calor es x demasiado fuerte.,accesibilidad,aspecto: accesibilidad reseña: Muy interesante aprender algo más de la cultura peruana y recomiendo llevar gorras y bloqueadores porque hace el calor es x demasiado fuerte.,positivo
gm_168ef5909d650882__clima,gm_168ef5909d650882,Líneas y Geoglifos de Nasca y Palpa,es,Muy interesante aprender algo más de la cultura peruana y recomiendo llevar gorras y bloqueadores porque hace el calor es x demasiado fuerte.,clima,aspecto: clima reseña: Muy interesante aprender algo más de la cultura peruana y recomiendo llevar gorras y bloqueadores porque hace el calor es x demasiado fuerte.,positivo
gm_daecc68e38c5f5ce__atractivos,gm_daecc68e38c5f5ce,Museo Tumbas Reales del Señor de Sipán,es,"Hoy descubrí la historia del señor de sipán El museo un amplio complejo muy agradable con una zona trasera con casetas de artesanos La entrada se paga al entrar al recinto, para meter el coche son dos soles y la entrada de adultos son 10 soles No se puede acceder ni con móviles, cámaras ni bolsos al museo. Las taquillas las tienen en el exterior( cosa poco usual y de primeras un poco desconcertante, en fin) Puedes pagar por un guia 30soles. El museo se divide en tres plantas, no es muy grande se ve en una hora aproximadamente. Lo peor que vi es la oscuridad que tiene el museo. Las vitrinas con texto no se puede leer bien.",atractivos,"aspecto: atractivos reseña: Hoy descubrí la historia del señor de sipán El museo un amplio complejo muy agradable con una zona trasera con casetas de artesanos La entrada se paga al entrar al recinto, para meter el coche son dos soles y la entrada de adultos son 10 soles No se puede acceder ni con móviles, cámaras ni bolsos al museo. Las taquillas las tienen en el exterior( cosa poco usual y de primeras un poco desconcertante, en fin) Puedes pagar por un guia 30soles. El museo se divide en tres plantas, no es muy grande se ve en una hora aproximadamente. Lo peor que vi es la oscuridad que tiene el museo. Las vitrinas con texto no se puede leer bien.",positivo
gm_daecc68e38c5f5ce__costos,gm_daecc68e38c5f5ce,Museo Tumbas Reales del Señor de Sipán,es,"Hoy descubrí la historia del señor de sipán El museo un amplio complejo muy agradable con una zona trasera con casetas de artesanos La entrada se paga al entrar al recinto, para meter el coche son dos soles y la entrada de adultos son 10 soles No se puede acceder ni con móviles, cámaras ni bolsos al museo. Las taquillas las tienen en el exterior( cosa poco usual y de primeras un poco desconcertante, en fin) Puedes pagar por un guia 30soles. El museo se divide en tres plantas, no es muy grande se ve en una hora aproximadamente. Lo peor que vi es la oscuridad que tiene el museo. Las vitrinas con texto no se puede leer bien.",costos,"aspecto: costos reseña: Hoy descubrí la historia del señor de sipán El museo un amplio complejo muy agradable con una zona trasera con casetas de artesanos La entrada se paga al entrar al recinto, para meter el coche son dos soles y la entrada de adultos son 10 soles No se puede acceder ni con móviles, cámaras ni bolsos al museo. Las taquillas las tienen en el exterior( cosa poco usual y de primeras un poco desconcertante, en fin) Puedes pagar por un guia 30soles. El museo se divide en tres plantas, no es muy grande se ve en una hora aproximadamente. Lo peor que vi es la oscuridad que tiene el museo. Las vitrinas con texto no se puede leer bien.",neutro
gm_daecc68e38c5f5ce__atencion_servicio,gm_daecc68e38c5f5ce,Museo Tumbas Reales del Señor de Sipán,es,"Hoy descubrí la historia del señor de sipán El museo un amplio complejo muy agradable con una zona trasera con casetas de artesanos La entrada se paga al entrar al recinto, para meter el coche son dos soles y la entrada de adultos son 10 soles No se puede acceder ni con móviles, cámaras ni bolsos al museo. Las taquillas las tienen en el exterior( cosa poco usual y de primeras un poco desconcertante, en fin) Puedes pagar por un guia 30soles. El museo se divide en tres plantas, no es muy grande se ve en una hora aproximadamente. Lo peor que vi es la oscuridad que tiene el museo. Las vitrinas con texto no se puede leer bien.",atencion_servicio,"aspecto: atencion_servicio reseña: Hoy descubrí la historia del señor de sipán El museo un amplio complejo muy agradable con una zona trasera con casetas de artesanos La entrada se paga al entrar al recinto, para meter el coche son dos soles y la entrada de adultos son 10 soles No se puede acceder ni con móviles, cámaras ni bolsos al museo. Las taquillas las tienen en el exterior( cosa poco usual y de primeras un poco desconcertante, en fin) Puedes pagar por un guia 30soles. El museo se divide en tres plantas, no es muy grande se ve en una hora aproximadamente. Lo peor que vi es la oscuridad que tiene el museo. Las vitrinas con texto no se puede leer bien.",neutro
gm_f4addbd914b1d89f__atractivos,gm_f4addbd914b1d89f,Líneas y Geoglifos de Nasca y Palpa,es,"Bonita vista,lo único que los baños dan asco.la verdad no se para que cobran si van a tener el lugar y baños mugriento!",atractivos,"aspecto: atractivos reseña: Bonita vista,lo único que los baños dan asco.la verdad no se para que cobran si van a tener el lugar y baños mugriento!",positivo
gm_f4addbd914b1d89f__costos,gm_f4addbd914b1d89f,Líneas y Geoglifos de Nasca y Palpa,es,"Bonita vista,lo único que los baños dan asco.la verdad no se para que cobran si van a tener el lugar y baños mugriento!",costos,"aspecto: costos reseña: Bonita vista,lo único que los baños dan asco.la verdad no se para que cobran si van a tener el lugar y baños mugriento!",neutro
gm_f4addbd914b1d89f__limpieza,gm_f4addbd914b1d89f,Líneas y Geoglifos de Nasca y Palpa,es,"Bonita vista,lo único que los baños dan asco.la verdad no se para que cobran si van a tener el lugar y baños mugriento!",limpieza,"aspecto: limpieza reseña: Bonita vista,lo único que los baños dan asco.la verdad no se para que cobran si van a tener el lugar y baños mugriento!",negativo
gm_b352d862c0606c83__atractivos,gm_b352d862c0606c83,Centro Histórico de Lima,es,"A decir verdad, la arquitectura es imponente, sus construcciones y su arquitectura antigua y diseño. Ahora bien, lamentablemente tengo que decir que estaba todo cercado, lo cual no pudimos tener acceso a la plaza. Cercado y con policías que no dejaban que uno pueda caminar siquiera la vereda de la plaza. A su vez, la catedral también permanecía cerrada y fue muy decepcionante. Por lo que fue ir mirar de lejos y volver.. una visita media mala, y que no recomiendo en absoluto. Gastas más en uber que en lo que podes disfrutar jajajajajja",atractivos,"aspecto: atractivos reseña: A decir verdad, la arquitectura es imponente, sus construcciones y su arquitectura antigua y diseño. Ahora bien, lamentablemente tengo que decir que estaba todo cercado, lo cual no pudimos tener acceso a la plaza. Cercado y con policías que no dejaban que uno pueda caminar siquiera la vereda de la plaza. A su vez, la catedral también permanecía cerrada y fue muy decepcionante. Por lo que fue ir mirar de lejos y volver.. una visita media mala, y que no recomiendo en absoluto. Gastas más en uber que en lo que podes disfrutar jajajajajja",negativo
gm_b352d862c0606c83__accesibilidad,gm_b352d862c0606c83,Centro Histórico de Lima,es,"A decir verdad, la arquitectura es imponente, sus construcciones y su arquitectura antigua y diseño. Ahora bien, lamentablemente tengo que decir que estaba todo cercado, lo cual no pudimos tener acceso a la plaza. Cercado y con policías que no dejaban que uno pueda caminar siquiera la vereda de la plaza. A su vez, la catedral también permanecía cerrada y fue muy decepcionante. Por lo que fue ir mirar de lejos y volver.. una visita media mala, y que no recomiendo en absoluto. Gastas más en uber que en lo que podes disfrutar jajajajajja",accesibilidad,"aspecto: accesibilidad reseña: A decir verdad, la arquitectura es imponente, sus construcciones y su arquitectura antigua y diseño. Ahora bien, lamentablemente tengo que decir que estaba todo cercado, lo cual no pudimos tener acceso a la plaza. Cercado y con policías que no dejaban que uno pueda caminar siquiera la vereda de la plaza. A su vez, la catedral también permanecía cerrada y fue muy decepcionante. Por lo que fue ir mirar de lejos y volver.. una visita media mala, y que no recomiendo en absoluto. Gastas más en uber que en lo que podes disfrutar jajajajajja",negativo
gm_4f2ddf724e8cc245__atractivos,gm_4f2ddf724e8cc245,Museo Tumbas Reales del Señor de Sipán,es,"Al Señor ese de seguridad, que está en la puerta, grosero, malcriado, poco cortés. Deberían botarlo. Con su trato da mala impresión a los visitantes 🥲. Con respecto a los horarios de atención del Museo, es increíble que no atiendan los días lunes 😒. Un museo debe atender los 8 dias de la semana (😤). El valor por la difusión de nuestra cultura debe primar antes que cualquier cosa. Primera vez que me encuentro con un lugar de Gran Valor Cultural, CERRADO. Es una pena. Ni en tiempos de Covid 😪.",atractivos,"aspecto: atractivos reseña: Al Señor ese de seguridad, que está en la puerta, grosero, malcriado, poco cortés. Deberían botarlo. Con su trato da mala impresión a los visitantes 🥲. Con respecto a los horarios de atención del Museo, es increíble que no atiendan los días lunes 😒. Un museo debe atender los 8 dias de la semana (😤). El valor por la difusión de nuestra cultura debe primar antes que cualquier cosa. Primera vez que me encuentro con un lugar de Gran Valor Cultural, CERRADO. Es una pena. Ni en tiempos de Covid 😪.",negativo
gm_4f2ddf724e8cc245__seguridad,gm_4f2ddf724e8cc245,Museo Tumbas Reales del Señor de Sipán,es,"Al Señor ese de seguridad, que está en la puerta, grosero, malcriado, poco cortés. Deberían botarlo. Con su trato da mala impresión a los visitantes 🥲. Con respecto a los horarios de atención del Museo, es increíble que no atiendan los días lunes 😒. Un museo debe atender los 8 dias de la semana (😤). El valor por la difusión de nuestra cultura debe primar antes que cualquier cosa. Primera vez que me encuentro con un lugar de Gran Valor Cultural, CERRADO. Es una pena. Ni en tiempos de Covid 😪.",seguridad,"aspecto: seguridad reseña: Al Señor ese de seguridad, que está en la puerta, grosero, malcriado, poco cortés. Deberían botarlo. Con su trato da mala impresión a los visitantes 🥲. Con respecto a los horarios de atención del Museo, es increíble que no atiendan los días lunes 😒. Un museo debe atender los 8 dias de la semana (😤). El valor por la difusión de nuestra cultura debe primar antes que cualquier cosa. Primera vez que me encuentro con un lugar de Gran Valor Cultural, CERRADO. Es una pena. Ni en tiempos de Covid 😪.",positivo
gm_4f2ddf724e8cc245__accesibilidad,gm_4f2ddf724e8cc245,Museo Tumbas Reales del Señor de Sipán,es,"Al Señor ese de seguridad, que está en la puerta, grosero, malcriado, poco cortés. Deberían botarlo. Con su trato da mala impresión a los visitantes 🥲. Con respecto a los horarios de atención del Museo, es increíble que no atiendan los días lunes 😒. Un museo debe atender los 8 dias de la semana (😤). El valor por la difusión de nuestra cultura debe primar antes que cualquier cosa. Primera vez que me encuentro con un lugar de Gran Valor Cultural, CERRADO. Es una pena. Ni en tiempos de Covid 😪.",accesibilidad,"aspecto: accesibilidad reseña: Al Señor ese de seguridad, que está en la puerta, grosero, malcriado, poco cortés. Deberían botarlo. Con su trato da mala impresión a los visitantes 🥲. Con respecto a los horarios de atención del Museo, es increíble que no atiendan los días lunes 😒. Un museo debe atender los 8 dias de la semana (😤). El valor por la difusión de nuestra cultura debe primar antes que cualquier cosa. Primera vez que me encuentro con un lugar de Gran Valor Cultural, CERRADO. Es una pena. Ni en tiempos de Covid 😪.",negativo
gm_4f2ddf724e8cc245__atencion_servicio,gm_4f2ddf724e8cc245,Museo Tumbas Reales del Señor de Sipán,es,"Al Señor ese de seguridad, que está en la puerta, grosero, malcriado, poco cortés. Deberían botarlo. Con su trato da mala impresión a los visitantes 🥲. Con respecto a los horarios de atención del Museo, es increíble que no atiendan los días lunes 😒. Un museo debe atender los 8 dias de la semana (😤). El valor por la difusión de nuestra cultura debe primar antes que cualquier cosa. Primera vez que me encuentro con un lugar de Gran Valor Cultural, CERRADO. Es una pena. Ni en tiempos de Covid 😪.",atencion_servicio,"aspecto: atencion_servicio reseña: Al Señor ese de seguridad, que está en la puerta, grosero, malcriado, poco cortés. Deberían botarlo. Con su trato da mala impresión a los visitantes 🥲. Con respecto a los horarios de atención del Museo, es increíble que no atiendan los días lunes 😒. Un museo debe atender los 8 dias de la semana (😤). El valor por la difusión de nuestra cultura debe primar antes que cualquier cosa. Primera vez que me encuentro con un lugar de Gran Valor Cultural, CERRADO. Es una pena. Ni en tiempos de Covid 😪.",positivo
gm_2fe765dc1d245733__atractivos,gm_2fe765dc1d245733,Reserva Nacional de Paracas,en,"We stayed at the Aranwa Resorts, and Spa, Paracas, Peru for two nights in May, 2018. The suite given to us was quite spacious and had a balcony overlooking the Paracas Bay. Even though the hotel is located on a sprawling area, there was no coffee maker or kettle in the room, the refrigerator was missing even though there was space in the modular unit in the suite. There was no running hot water in the room on the second day of our stay. We informed the front desk of the issue, but they did not rectify the problem satisfactory to us. Also no one speaks even simple English and communication with the hotel staff was a major issue. Based on the above we are giving a 3 star rating inspite of the resort having fantastic facilities.",atractivos,"aspecto: atractivos reseña: We stayed at the Aranwa Resorts, and Spa, Paracas, Peru for two nights in May, 2018. The suite given to us was quite spacious and had a balcony overlooking the Paracas Bay. Even though the hotel is located on a sprawling area, there was no coffee maker or kettle in the room, the refrigerator was missing even though there was space in the modular unit in the suite. There was no running hot water in the room on the second day of our stay. We informed the front desk of the issue, but they did not rectify the problem satisfactory to us. Also no one speaks even simple English and communication with the hotel staff was a major issue. Based on the above we are giving a 3 star rating inspite of the resort having fantastic facilities.",negativo
gm_2fe765dc1d245733__atencion_servicio,gm_2fe765dc1d245733,Reserva Nacional de Paracas,en,"We stayed at the Aranwa Resorts, and Spa, Paracas, Peru for two nights in May, 2018. The suite given to us was quite spacious and had a balcony overlooking the Paracas Bay. Even though the hotel is located on a sprawling area, there was no coffee maker or kettle in the room, the refrigerator was missing even though there was space in the modular unit in the suite. There was no running hot water in the room on the second day of our stay. We informed the front desk of the issue, but they did not rectify the problem satisfactory to us. Also no one speaks even simple English and communication with the hotel staff was a major issue. Based on the above we are giving a 3 star rating inspite of the resort having fantastic facilities.",atencion_servicio,"aspecto: atencion_servicio reseña: We stayed at the Aranwa Resorts, and Spa, Paracas, Peru for two nights in May, 2018. The suite given to us was quite spacious and had a balcony overlooking the Paracas Bay. Even though the hotel is located on a sprawling area, there was no coffee maker or kettle in the room, the refrigerator was missing even though there was space in the modular unit in the suite. There was no running hot water in the room on the second day of our stay. We informed the front desk of the issue, but they did not rectify the problem satisfactory to us. Also no one speaks even simple English and communication with the hotel staff was a major issue. Based on the above we are giving a 3 star rating inspite of the resort having fantastic facilities.",neutro
gm_2fe765dc1d245733__gastronomia,gm_2fe765dc1d245733,Reserva Nacional de Paracas,en,"We stayed at the Aranwa Resorts, and Spa, Paracas, Peru for two nights in May, 2018. The suite given to us was quite spacious and had a balcony overlooking the Paracas Bay. Even though the hotel is located on a sprawling area, there was no coffee maker or kettle in the room, the refrigerator was missing even though there was space in the modular unit in the suite. There was no running hot water in the room on the second day of our stay. We informed the front desk of the issue, but they did not rectify the problem satisfactory to us. Also no one speaks even simple English and communication with the hotel staff was a major issue. Based on the above we are giving a 3 star rating inspite of the resort having fantastic facilities.",gastronomia,"aspecto: gastronomia reseña: We stayed at the Aranwa Resorts, and Spa, Paracas, Peru for two nights in May, 2018. The suite given to us was quite spacious and had a balcony overlooking the Paracas Bay. Even though the hotel is located on a sprawling area, there was no coffee maker or kettle in the room, the refrigerator was missing even though there was space in the modular unit in the suite. There was no running hot water in the room on the second day of our stay. We informed the front desk of the issue, but they did not rectify the problem satisfactory to us. Also no one speaks even simple English and communication with the hotel staff was a major issue. Based on the above we are giving a 3 star rating inspite of the resort having fantastic facilities.",neutro
gm_2fe765dc1d245733__alojamiento,gm_2fe765dc1d245733,Reserva Nacional de Paracas,en,"We stayed at the Aranwa Resorts, and Spa, Paracas, Peru for two nights in May, 2018. The suite given to us was quite spacious and had a balcony overlooking the Paracas Bay. Even though the hotel is located on a sprawling area, there was no coffee maker or kettle in the room, the refrigerator was missing even though there was space in the modular unit in the suite. There was no running hot water in the room on the second day of our stay. We informed the front desk of the issue, but they did not rectify the problem satisfactory to us. Also no one speaks even simple English and communication with the hotel staff was a major issue. Based on the above we are giving a 3 star rating inspite of the resort having fantastic facilities.",alojamiento,"aspecto: alojamiento reseña: We stayed at the Aranwa Resorts, and Spa, Paracas, Peru for two nights in May, 2018. The suite given to us was quite spacious and had a balcony overlooking the Paracas Bay. Even though the hotel is located on a sprawling area, there was no coffee maker or kettle in the room, the refrigerator was missing even though there was space in the modular unit in the suite. There was no running hot water in the room on the second day of our stay. We informed the front desk of the issue, but they did not rectify the problem satisfactory to us. Also no one speaks even simple English and communication with the hotel staff was a major issue. Based on the above we are giving a 3 star rating inspite of the resort having fantastic facilities.",neutro
gm_2fe765dc1d245733__clima,gm_2fe765dc1d245733,Reserva Nacional de Paracas,en,"We stayed at the Aranwa Resorts, and Spa, Paracas, Peru for two nights in May, 2018. The suite given to us was quite spacious and had a balcony overlooking the Paracas Bay. Even though the hotel is located on a sprawling area, there was no coffee maker or kettle in the room, the refrigerator was missing even though there was space in the modular unit in the suite. There was no running hot water in the room on the second day of our stay. We informed the front desk of the issue, but they did not rectify the problem satisfactory to us. Also no one speaks even simple English and communication with the hotel staff was a major issue. Based on the above we are giving a 3 star rating inspite of the resort having fantastic facilities.",clima,"aspecto: clima reseña: We stayed at the Aranwa Resorts, and Spa, Paracas, Peru for two nights in May, 2018. The suite given to us was quite spacious and had a balcony overlooking the Paracas Bay. Even though the hotel is located on a sprawling area, there was no coffee maker or kettle in the room, the refrigerator was missing even though there was space in the modular unit in the suite. There was no running hot water in the room on the second day of our stay. We informed the front desk of the issue, but they did not rectify the problem satisfactory to us. Also no one speaks even simple English and communication with the hotel staff was a major issue. Based on the above we are giving a 3 star rating inspite of the resort having fantastic facilities.",negativo
gm_b14f5587af68c8dc__atractivos,gm_b14f5587af68c8dc,Centro Histórico de Lima,es,plaza d armas lugar d muchos recuerdos en mi adolescencia paseos en familia y lugares culturales t amo mi lima linda!,atractivos,aspecto: atractivos reseña: plaza d armas lugar d muchos recuerdos en mi adolescencia paseos en familia y lugares culturales t amo mi lima linda!,positivo
gm_5138b6c18f043c00__accesibilidad,gm_5138b6c18f043c00,Museo de Sitio Huaca Pucllana,en,"Interesting site. You cannot walk on your own, instead they offer tours with a guide. They speak Spanish and English. It is not very long, the tour guides are very knowledgeable.",accesibilidad,"aspecto: accesibilidad reseña: Interesting site. You cannot walk on your own, instead they offer tours with a guide. They speak Spanish and English. It is not very long, the tour guides are very knowledgeable.",neutro
gm_5138b6c18f043c00__atencion_servicio,gm_5138b6c18f043c00,Museo de Sitio Huaca Pucllana,en,"Interesting site. You cannot walk on your own, instead they offer tours with a guide. They speak Spanish and English. It is not very long, the tour guides are very knowledgeable.",atencion_servicio,"aspecto: atencion_servicio reseña: Interesting site. You cannot walk on your own, instead they offer tours with a guide. They speak Spanish and English. It is not very long, the tour guides are very knowledgeable.",neutro
gm_16de77ec494dd1be__atractivos,gm_16de77ec494dd1be,Ciudadela de Kuélap,en,"A few people have compared this to Machu Pichu, but this is odd and inaccurate, these ruins should be approached on their own merit. That said, I can't fully recommend heading this far into the highlands just to visit this site - it is certainly interesting, quiet and something different, not an essential visit on a travel schedule though.",atractivos,"aspecto: atractivos reseña: A few people have compared this to Machu Pichu, but this is odd and inaccurate, these ruins should be approached on their own merit. That said, I can't fully recommend heading this far into the highlands just to visit this site - it is certainly interesting, quiet and something different, not an essential visit on a travel schedule though.",positivo
gm_dc02d167f5b716e7__atractivos,gm_dc02d167f5b716e7,Museo Tumbas Reales del Señor de Sipán,en,"Fascinating museum! Very interesting to learn how the old moche culture (before the Inca's) lived. Photos were allowed to be taken inside, our guide was very friendly and knowledgeable (in Spanish, I don't know whether English is possible too).",atractivos,"aspecto: atractivos reseña: Fascinating museum! Very interesting to learn how the old moche culture (before the Inca's) lived. Photos were allowed to be taken inside, our guide was very friendly and knowledgeable (in Spanish, I don't know whether English is possible too).",positivo
gm_dc02d167f5b716e7__atencion_servicio,gm_dc02d167f5b716e7,Museo Tumbas Reales del Señor de Sipán,en,"Fascinating museum! Very interesting to learn how the old moche culture (before the Inca's) lived. Photos were allowed to be taken inside, our guide was very friendly and knowledgeable (in Spanish, I don't know whether English is possible too).",atencion_servicio,"aspecto: atencion_servicio reseña: Fascinating museum! Very interesting to learn how the old moche culture (before the Inca's) lived. Photos were allowed to be taken inside, our guide was very friendly and knowledgeable (in Spanish, I don't know whether English is possible too).",neutro
gm_e96d15995f822d29__atractivos,gm_e96d15995f822d29,Museo de Sitio Huaca Pucllana,es,"Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",atractivos,"aspecto: atractivos reseña: Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",neutro
gm_e96d15995f822d29__costos,gm_e96d15995f822d29,Museo de Sitio Huaca Pucllana,es,"Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",costos,"aspecto: costos reseña: Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",positivo
gm_e96d15995f822d29__atencion_servicio,gm_e96d15995f822d29,Museo de Sitio Huaca Pucllana,es,"Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",atencion_servicio,"aspecto: atencion_servicio reseña: Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",neutro
gm_e96d15995f822d29__aforo_multitudes,gm_e96d15995f822d29,Museo de Sitio Huaca Pucllana,es,"Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",aforo_multitudes,"aspecto: aforo_multitudes reseña: Laaargas esperas para el ingreso, solo 1 caja. Una vez dentro, volver a esperar a que termine el tour, ya que no puedes entrar sin guia. Si te sobra el tiempo en lima, vale la pena.",neutro
gm_3dc5eca93281fddc__atractivos,gm_3dc5eca93281fddc,Monasterio de Santa Catalina,es,"Si puedes ve con un guía, ellos te explican la historia del monasterio de una manera muy dinámica (la guía Claudia es muy buena relatando). Es un lugar muy pintoresco por los colores de las calles, la arquitectura es curiosa, el arte hermoso y la vista desde la cúpula es genial. Dato para los estudiantes, lleven su carnet universitario para pagar la entrada de 12 soles. Adentro venden artesanías desde joyería hasta una crema de pétalos de rosa preparada por las monjas. Además cuentan con una cafetería con precios un poco alto.",atractivos,"aspecto: atractivos reseña: Si puedes ve con un guía, ellos te explican la historia del monasterio de una manera muy dinámica (la guía Claudia es muy buena relatando). Es un lugar muy pintoresco por los colores de las calles, la arquitectura es curiosa, el arte hermoso y la vista desde la cúpula es genial. Dato para los estudiantes, lleven su carnet universitario para pagar la entrada de 12 soles. Adentro venden artesanías desde joyería hasta una crema de pétalos de rosa preparada por las monjas. Además cuentan con una cafetería con precios un poco alto.",positivo
gm_3dc5eca93281fddc__costos,gm_3dc5eca93281fddc,Monasterio de Santa Catalina,es,"Si puedes ve con un guía, ellos te explican la historia del monasterio de una manera muy dinámica (la guía Claudia es muy buena relatando). Es un lugar muy pintoresco por los colores de las calles, la arquitectura es curiosa, el arte hermoso y la vista desde la cúpula es genial. Dato para los estudiantes, lleven su carnet universitario para pagar la entrada de 12 soles. Adentro venden artesanías desde joyería hasta una crema de pétalos de rosa preparada por las monjas. Además cuentan con una cafetería con precios un poco alto.",costos,"aspecto: costos reseña: Si puedes ve con un guía, ellos te explican la historia del monasterio de una manera muy dinámica (la guía Claudia es muy buena relatando). Es un lugar muy pintoresco por los colores de las calles, la arquitectura es curiosa, el arte hermoso y la vista desde la cúpula es genial. Dato para los estudiantes, lleven su carnet universitario para pagar la entrada de 12 soles. Adentro venden artesanías desde joyería hasta una crema de pétalos de rosa preparada por las monjas. Además cuentan con una cafetería con precios un poco alto.",neutro
gm_3dc5eca93281fddc__atencion_servicio,gm_3dc5eca93281fddc,Monasterio de Santa Catalina,es,"Si puedes ve con un guía, ellos te explican la historia del monasterio de una manera muy dinámica (la guía Claudia es muy buena relatando). Es un lugar muy pintoresco por los colores de las calles, la arquitectura es curiosa, el arte hermoso y la vista desde la cúpula es genial. Dato para los estudiantes, lleven su carnet universitario para pagar la entrada de 12 soles. Adentro venden artesanías desde joyería hasta una crema de pétalos de rosa preparada por las monjas. Además cuentan con una cafetería con precios un poco alto.",atencion_servicio,"aspecto: atencion_servicio reseña: Si puedes ve con un guía, ellos te explican la historia del monasterio de una manera muy dinámica (la guía Claudia es muy buena relatando). Es un lugar muy pintoresco por los colores de las calles, la arquitectura es curiosa, el arte hermoso y la vista desde la cúpula es genial. Dato para los estudiantes, lleven su carnet universitario para pagar la entrada de 12 soles. Adentro venden artesanías desde joyería hasta una crema de pétalos de rosa preparada por las monjas. Además cuentan con una cafetería con precios un poco alto.",neutro
gm_21bb3a078a9508fa__atractivos,gm_21bb3a078a9508fa,Museo de Sitio Huaca Pucllana,en,"If you’ve been to any other Incan Ruins or done Machu Picchu this is not worth a visit. It’s one hour guided tour (no self touring allowed), walks through ruins within the city. Recommend other Inca sites, however it’s a reasonable way to burn an hour or so. Entry approx 15 soles",atractivos,"aspecto: atractivos reseña: If you’ve been to any other Incan Ruins or done Machu Picchu this is not worth a visit. It’s one hour guided tour (no self touring allowed), walks through ruins within the city. Recommend other Inca sites, however it’s a reasonable way to burn an hour or so. Entry approx 15 soles",negativo
gm_21bb3a078a9508fa__costos,gm_21bb3a078a9508fa,Museo de Sitio Huaca Pucllana,en,"If you’ve been to any other Incan Ruins or done Machu Picchu this is not worth a visit. It’s one hour guided tour (no self touring allowed), walks through ruins within the city. Recommend other Inca sites, however it’s a reasonable way to burn an hour or so. Entry approx 15 soles",costos,"aspecto: costos reseña: If you’ve been to any other Incan Ruins or done Machu Picchu this is not worth a visit. It’s one hour guided tour (no self touring allowed), walks through ruins within the city. Recommend other Inca sites, however it’s a reasonable way to burn an hour or so. Entry approx 15 soles",negativo
gm_21bb3a078a9508fa__accesibilidad,gm_21bb3a078a9508fa,Museo de Sitio Huaca Pucllana,en,"If you’ve been to any other Incan Ruins or done Machu Picchu this is not worth a visit. It’s one hour guided tour (no self touring allowed), walks through ruins within the city. Recommend other Inca sites, however it’s a reasonable way to burn an hour or so. Entry approx 15 soles",accesibilidad,"aspecto: accesibilidad reseña: If you’ve been to any other Incan Ruins or done Machu Picchu this is not worth a visit. It’s one hour guided tour (no self touring allowed), walks through ruins within the city. Recommend other Inca sites, however it’s a reasonable way to burn an hour or so. Entry approx 15 soles",negativo
gm_21bb3a078a9508fa__atencion_servicio,gm_21bb3a078a9508fa,Museo de Sitio Huaca Pucllana,en,"If you’ve been to any other Incan Ruins or done Machu Picchu this is not worth a visit. It’s one hour guided tour (no self touring allowed), walks through ruins within the city. Recommend other Inca sites, however it’s a reasonable way to burn an hour or so. Entry approx 15 soles",atencion_servicio,"aspecto: atencion_servicio reseña: If you’ve been to any other Incan Ruins or done Machu Picchu this is not worth a visit. It’s one hour guided tour (no self touring allowed), walks through ruins within the city. Recommend other Inca sites, however it’s a reasonable way to burn an hour or so. Entry approx 15 soles",negativo
gm_5e40206d986de42c__atractivos,gm_5e40206d986de42c,Valle del Colca,en,"A must do if you are in Peru, totally fantastic. The view itself is breathtaking and when it's got a few condors flying around....WOW is an understatement. Wonderful place.",atractivos,"aspecto: atractivos reseña: A must do if you are in Peru, totally fantastic. The view itself is breathtaking and when it's got a few condors flying around....WOW is an understatement. Wonderful place.",positivo
