review_uid,destination,language_review,aspecto,stars,sentiment_by_stars,n_cues_neg,cues_neg,calidad_senal,text_clean,input_modelo,sugerencia_heuristica,label
gm_11d31cfdb04dee42,Centro Histórico de Lima,es,seguridad,4,positivo,1,cuidado,media,"Se agradece mil que tengan tan cuidada y bonita la Plaza, al menos eso pueden apreciar los turistas al verla. La plaza se cierra casi a las 4, por seguridad ante alguna posible marcha. Lo único molesto es que aún se puede ver a carruajes halados a caballo, por años pensé que era bonito/elegante; pero, si bien pedende totalmente del cuidador, hay animales que trabajan por horas sin recibir alimento o agua, al menos el que andaba por aquí se veía fuerte y en buen estado:')","aspecto: seguridad reseña: Se agradece mil que tengan tan cuidada y bonita la Plaza, al menos eso pueden apreciar los turistas al verla. La plaza se cierra casi a las 4, por seguridad ante alguna posible marcha. Lo único molesto es que aún se puede ver a carruajes halados a caballo, por años pensé que era bonito/elegante; pero, si bien pedende totalmente del cuidador, hay animales que trabajan por horas sin recibir alimento o agua, al menos el que andaba por aquí se veía fuerte y en buen estado:')",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_c79fc240a79e52f0,Santuario Histórico de Machu Picchu,es,seguridad,4,positivo,1,cobran,media,"El lugar es realmente increíble! Pero realmente me pareció que Tina muy poca seguridad e información! Subir la.mintala de machupucchu no es para cualquiera. No hay carteles de precaución, altura, metros faltantes. Te cobran 2 soles X el baño cuando es la segunda maravilla del mundo más cara!!! Media pilaaaaa. Pd. No sabría el motivo pero te retan por usar el palito de selfie!!!😯","aspecto: seguridad reseña: El lugar es realmente increíble! Pero realmente me pareció que Tina muy poca seguridad e información! Subir la.mintala de machupucchu no es para cualquiera. No hay carteles de precaución, altura, metros faltantes. Te cobran 2 soles X el baño cuando es la segunda maravilla del mundo más cara!!! Media pilaaaaa. Pd. No sabría el motivo pero te retan por usar el palito de selfie!!!😯",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_1276ff178fd9a140,Centro Histórico de Lima,es,seguridad,5,positivo,1,cuidado,media,"Tuve la oportunidad de ir en el día y en la noche y me pareció muy linda! Sus jardines bien cuidados, su arquitectura y la seguridad que brinda la Policia lo hace un lugar imperdible en tu visita a la ciudad de Lima!","aspecto: seguridad reseña: Tuve la oportunidad de ir en el día y en la noche y me pareció muy linda! Sus jardines bien cuidados, su arquitectura y la seguridad que brinda la Policia lo hace un lugar imperdible en tu visita a la ciudad de Lima!",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_c813210a4387f163,Santuario Histórico de Machu Picchu,es,seguridad,5,positivo,1,cobran,media,"Una maravilla del mundo Realmente fantástico Machu Picchu es muy hermoso Se llega desde aguas calientes con un bus Los guías son amables y te brindan toda la información necesaria para un excelente recorrido, pero a estar muy atentos para aprender de toda su historia El recorrido es seguro pero en lluvias llevar buenos zapatos porque te puedes resbalar Respecto a las fotos lo puedes hacer en diferentes partes del recorrido, todo es hermoso Recorrido desde Cuzco por tu propia cuenta: primero de Cusco tomas un carro hasta Ollantaytambo, cobran aproximadamente 10 soles y se llega en dos horas, después haces cola aproximadamente tres horas para subir al tren, si no alcanzas por uedes esperar al sgte tren o ir a la sgte estación con un auto que cobra 10 soles, en el tren ya pagas tú pasaje que es 13 soles, es el tren municipal por lo tanto puedes ir de pie, pero existe la posiblidad de tomar el tren turístico que cuesta 70 dólares; el tren te lleva hasta aguas calientes, cuando llegas puedes ir a comprar tu boleto de entrada a Machu Picchu al ministerio de cultura, atienden hasta las 10 pm, hay diferentes tarifas, adulto 67, escolar y universitario a 35 soles; y el horario depende de uno y de la disponibilidad. Después compras tu boleto para el bus, caminas un poco y está la boletería. Todo es con un día de anticipación. Después de comprar tus boletos, al día sgte abordas el bus hacia el santuario, llegas en aproximadamente 30 min, de ahí en adelante sería recomendable contratar un guía para aprender y conocer de la cultura inca. El recorrido dura dos horas Machu Picchu es ceja de selva por lo tanto el clima es cálido Llevar agua para el recorrido e ir muy ligero y con lo necesario como un sombrero, casaca impermeable o un plástico para la lluvia.","aspecto: seguridad reseña: Una maravilla del mundo Realmente fantástico Machu Picchu es muy hermoso Se llega desde aguas calientes con un bus Los guías son amables y te brindan toda la información necesaria para un excelente recorrido, pero a estar muy atentos para aprender de toda su historia El recorrido es seguro pero en lluvias llevar buenos zapatos porque te puedes resbalar Respecto a las fotos lo puedes hacer en diferentes partes del recorrido, todo es hermoso Recorrido desde Cuzco por tu propia cuenta: primero de Cusco tomas un carro hasta Ollantaytambo, cobran aproximadamente 10 soles y se llega en dos horas, después haces cola aproximadamente tres horas para subir al tren, si no alcanzas por uedes esperar al sgte tren o ir a la sgte estación con un auto que cobra 10 soles, en el tren ya pagas tú pasaje que es 13 soles, es el tren municipal por lo tanto puedes ir de pie, pero existe la posiblidad de tomar el tren turístico que cuesta 70 dólares; el tren te lleva hasta aguas calientes, cuando llegas puedes ir a comprar tu boleto de entrada a Machu Picchu al ministerio de cultura, atienden hasta las 10 pm, hay diferentes tarifas, adulto 67, escolar y universitario a 35 soles; y el horario depende de uno y de la disponibilidad. Después compras tu boleto para el bus, caminas un poco y está la boletería. Todo es con un día de anticipación. Después de comprar tus boletos, al día sgte abordas el bus hacia el santuario, llegas en aproximadamente 30 min, de ahí en adelante sería recomendable contratar un guía para aprender y conocer de la cultura inca. El recorrido dura dos horas Machu Picchu es ceja de selva por lo tanto el clima es cálido Llevar agua para el recorrido e ir muy ligero y con lo necesario como un sombrero, casaca impermeable o un plástico para la lluvia.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_23b79a7124f8a967,Centro Histórico de Lima,es,seguridad,4,positivo,1,peligroso,media,"El sitio estaba tranquilo para visitar, mejor si es de noche ya que se puede tomar mejores fotos y no hay mucha gente, eso si siempre hay que estar atentos porque por los alrededores si puede ser un poco peligroso, luego se puede pasear por jirón de la unión","aspecto: seguridad reseña: El sitio estaba tranquilo para visitar, mejor si es de noche ya que se puede tomar mejores fotos y no hay mucha gente, eso si siempre hay que estar atentos porque por los alrededores si puede ser un poco peligroso, luego se puede pasear por jirón de la unión",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_cf21670328959bec,Santuario Histórico de Machu Picchu,es,seguridad,5,positivo,1,peligroso,media,Un lugar mágico que sin duda deben visitar el recorrido no es muy largo si haces el básico o el 2 no es peligroso y en tiempo de lluvia recomendado ir antes de medio día y siempre con una poncho de agua .,aspecto: seguridad reseña: Un lugar mágico que sin duda deben visitar el recorrido no es muy largo si haces el básico o el 2 no es peligroso y en tiempo de lluvia recomendado ir antes de medio día y siempre con una poncho de agua .,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_2432aed22aff0fb0,Centro Histórico de Lima,es,seguridad,5,positivo,1,lleno,media,"Un lugar lleno de historia, seguro, con cafés y restaurantes de dwlicoosa gastronomía autóctona peruana, a precios accesibles disfrute de los pintorescos nombres entre platos de degustacion para compartir y bebida ""pisco"" para celebrar y alegrarse.","aspecto: seguridad reseña: Un lugar lleno de historia, seguro, con cafés y restaurantes de dwlicoosa gastronomía autóctona peruana, a precios accesibles disfrute de los pintorescos nombres entre platos de degustacion para compartir y bebida ""pisco"" para celebrar y alegrarse.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_d8c0d0d094d7f444,Santuario Histórico de Machu Picchu,es,seguridad,4,positivo,1,grosero,media,"Obviamente no hay palabras para describir el hermoso lugar e imponente que es. Definitivamente es de esos lugares que algunas vez en la vida tenemos que ir. Lo único algo cuestionable es la atención de su personal. Tuve un pequeño problema con mi pasaporte y la persona revisando los tickets fue bastante grosero, poco cortés y no ayudó en nada en la situación. Estaba resolviendo el problema tratando de agarrar señal y el señor me dijo que estaba estorbando que me tenía que ir y que mi familia seguir y llamó al de seguridad para que me corriera. Pude entrar después de unos minutos gracias a la ayuda de otras personas, un sitio como este unas de las maravillas debería tener un personal más cortés, una vez adentro es una experiencia 5 estrellas.","aspecto: seguridad reseña: Obviamente no hay palabras para describir el hermoso lugar e imponente que es. Definitivamente es de esos lugares que algunas vez en la vida tenemos que ir. Lo único algo cuestionable es la atención de su personal. Tuve un pequeño problema con mi pasaporte y la persona revisando los tickets fue bastante grosero, poco cortés y no ayudó en nada en la situación. Estaba resolviendo el problema tratando de agarrar señal y el señor me dijo que estaba estorbando que me tenía que ir y que mi familia seguir y llamó al de seguridad para que me corriera. Pude entrar después de unos minutos gracias a la ayuda de otras personas, un sitio como este unas de las maravillas debería tener un personal más cortés, una vez adentro es una experiencia 5 estrellas.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_30ac739c2cd6d489,Centro Histórico de Lima,es,seguridad,4,positivo,1,robo,media,"Es la plaza principal de Lima, muy hermosa, se puede visitar a toda hora si es que no hay alguna manifestación pública porque lo cierran. Puedes visitarla entre horas del almuerzo pues está rodeado de muchos fastfood, también visitarla a las12 para poder ver el cambio de guardia. Yo prefiero en la noche, pero no muy noche porque ya empieza a sentirse ciertos olores que arden la garganta y caminar con cierto temor por algún robo en ciernes. Muchos espacios hermosos para tomar foto alrededor de la pileta o los palacios (De gobierno y municipal) y la catedral siempre majestuosa.","aspecto: seguridad reseña: Es la plaza principal de Lima, muy hermosa, se puede visitar a toda hora si es que no hay alguna manifestación pública porque lo cierran. Puedes visitarla entre horas del almuerzo pues está rodeado de muchos fastfood, también visitarla a las12 para poder ver el cambio de guardia. Yo prefiero en la noche, pero no muy noche porque ya empieza a sentirse ciertos olores que arden la garganta y caminar con cierto temor por algún robo en ciernes. Muchos espacios hermosos para tomar foto alrededor de la pileta o los palacios (De gobierno y municipal) y la catedral siempre majestuosa.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_38c2a24524d90c49,Centro Histórico de Lima,es,seguridad,5,positivo,1,cobran,media,"Visite la Plaza Mayor luego de varios años, en mi opinión una de las mejores del Perú, estuve un domingo donde no hay acceso vehicular, mucha gente entre turistas nacionales e internacionales disfrutan de los desfiles que se desarrollan en los alrededores, hay seguridad y puedes disfrutar los espacios, tomarte fotos, hay muchos lugares para comer. A los alrededores hay playas de estacionamiento y cobran entre 4 a 6 soles la hora.","aspecto: seguridad reseña: Visite la Plaza Mayor luego de varios años, en mi opinión una de las mejores del Perú, estuve un domingo donde no hay acceso vehicular, mucha gente entre turistas nacionales e internacionales disfrutan de los desfiles que se desarrollan en los alrededores, hay seguridad y puedes disfrutar los espacios, tomarte fotos, hay muchos lugares para comer. A los alrededores hay playas de estacionamiento y cobran entre 4 a 6 soles la hora.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_3b3a9440c3bc4010,Centro Histórico de Lima,es,seguridad,5,positivo,1,cobran,media,"Buenaza la experiencia! Lo único malo es que cobran 40 soles para ingresar a la catedral, con la excusa de ser un museo. Varias personas se estaban quejando, pude presenciar. Hay bastante seguridad, policías y serenazgo x todos los lados.","aspecto: seguridad reseña: Buenaza la experiencia! Lo único malo es que cobran 40 soles para ingresar a la catedral, con la excusa de ser un museo. Varias personas se estaban quejando, pude presenciar. Hay bastante seguridad, policías y serenazgo x todos los lados.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_446ca929104ec362,Centro Histórico de Lima,es,seguridad,5,positivo,1,cuidado,media,"La plaza mayor de Lima, bien cuidada y con mucha seguridad para turistas y transeúntes. Luce bella e imponente, de día y de noche. Sus jardines muy cuidados y rodeada de negocios y restaurantes de buen nivel.","aspecto: seguridad reseña: La plaza mayor de Lima, bien cuidada y con mucha seguridad para turistas y transeúntes. Luce bella e imponente, de día y de noche. Sus jardines muy cuidados y rodeada de negocios y restaurantes de buen nivel.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_4bf7cd71e2dc35f3,Centro Histórico de Lima,es,seguridad,4,positivo,1,lleno,media,"De hecho es una de las plazas de armas más grandes y bonitas de Sudamérica, tiene mucha historia y tradición es segura y vigilada pues ahí se encuentra el Palacio de gobierno, la catedral de Lima y la municipalidad al centro se puede apreciar una pileta grande rodeada de jardines, algo que a mí parecer no está nada bien es que en las escaleras de la catedral lugar donde muchas personas y turistas se sientan a tomar un respiro y descansar, donde niños juegan y se llevan la mano a la boca, en las está lleno de cucarachas los huecos de las escaleras tienen orificios que son nidos de estos insectos y lo peor frente al municipio capitalino que es quien debe velar por la limpieza además es algo que da muy mal aspecto a una plaza tan hermosa e importante como lo es la plaza mayor de la capital del Perú","aspecto: seguridad reseña: De hecho es una de las plazas de armas más grandes y bonitas de Sudamérica, tiene mucha historia y tradición es segura y vigilada pues ahí se encuentra el Palacio de gobierno, la catedral de Lima y la municipalidad al centro se puede apreciar una pileta grande rodeada de jardines, algo que a mí parecer no está nada bien es que en las escaleras de la catedral lugar donde muchas personas y turistas se sientan a tomar un respiro y descansar, donde niños juegan y se llevan la mano a la boca, en las está lleno de cucarachas los huecos de las escaleras tienen orificios que son nidos de estos insectos y lo peor frente al municipio capitalino que es quien debe velar por la limpieza además es algo que da muy mal aspecto a una plaza tan hermosa e importante como lo es la plaza mayor de la capital del Perú",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_4fb993dec3d56efc,Centro Histórico de Lima,es,seguridad,5,positivo,1,cuidado,media,"A las 12pm es el cambio de guardia, salen los guardias y una banda, es muy buen espectáculo. En la plaza encuentras de todo, desde una pileta preciosa, comidas regionales, venta de artesanías, etc. Hay bastante seguridad pero igual debe tener cuidado. Cerca hay muchos museos como el BCR, Inquisición, Catacumbas entre otros. Los domingos a veces hay shows y danzas típicas.","aspecto: seguridad reseña: A las 12pm es el cambio de guardia, salen los guardias y una banda, es muy buen espectáculo. En la plaza encuentras de todo, desde una pileta preciosa, comidas regionales, venta de artesanías, etc. Hay bastante seguridad pero igual debe tener cuidado. Cerca hay muchos museos como el BCR, Inquisición, Catacumbas entre otros. Los domingos a veces hay shows y danzas típicas.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_52133000621f72d0,Centro Histórico de Lima,es,seguridad,5,positivo,1,lleno,media,"La Plaza Mayor de Lima, también conocida como Plaza de Armas, es el corazón histórico y simbólico de la ciudad. Rodeada por imponentes edificios como la Catedral de Lima, el Palacio de Gobierno y la Municipalidad, ofrece un escenario único que refleja el esplendor colonial y la importancia política del Perú. Su amplitud, la cuidada jardinería y la majestuosidad de sus construcciones la convierten en un espacio muy fotogénico y siempre lleno de vida, tanto de turistas como de locales. Aunque los alrededores pueden ser un poco caóticos y con presencia de comercio informal, la plaza en sí mantiene su encanto y seguridad, siendo un lugar imprescindible para quienes visitan Lima. Desde aquí parte el famoso Jirón de la Unión, que conecta con la Plaza San Martín, ofreciendo un recorrido lleno de historia, arquitectura y tradición. En definitiva, es un sitio de visita obligada para comprender y disfrutar el alma del centro histórico limeño.","aspecto: seguridad reseña: La Plaza Mayor de Lima, también conocida como Plaza de Armas, es el corazón histórico y simbólico de la ciudad. Rodeada por imponentes edificios como la Catedral de Lima, el Palacio de Gobierno y la Municipalidad, ofrece un escenario único que refleja el esplendor colonial y la importancia política del Perú. Su amplitud, la cuidada jardinería y la majestuosidad de sus construcciones la convierten en un espacio muy fotogénico y siempre lleno de vida, tanto de turistas como de locales. Aunque los alrededores pueden ser un poco caóticos y con presencia de comercio informal, la plaza en sí mantiene su encanto y seguridad, siendo un lugar imprescindible para quienes visitan Lima. Desde aquí parte el famoso Jirón de la Unión, que conecta con la Plaza San Martín, ofreciendo un recorrido lleno de historia, arquitectura y tradición. En definitiva, es un sitio de visita obligada para comprender y disfrutar el alma del centro histórico limeño.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_53652bd9d5b715c3,Centro Histórico de Lima,es,seguridad,5,positivo,1,cuidado,media,Un lugar que sin dudas debes visitar. Me sorprendió el nivel de seguridad para los turistitas y la limpieza/cuidado del lugar sin algo a destcar.,aspecto: seguridad reseña: Un lugar que sin dudas debes visitar. Me sorprendió el nivel de seguridad para los turistitas y la limpieza/cuidado del lugar sin algo a destcar.,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_5546c57b963ed82b,Centro Histórico de Lima,es,seguridad,5,positivo,1,cuidado,media,"Centro de Lima muy bien cuidado, sin grafitti. Mucha seguridad y buena atención al turista","aspecto: seguridad reseña: Centro de Lima muy bien cuidado, sin grafitti. Mucha seguridad y buena atención al turista",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_5e27fded1539ac16,Centro Histórico de Lima,es,seguridad,4,positivo,1,cuidado,media,"Lugar bonito, bien cuidado, hay restaurantes de distintos precios, hay que acceder caminando, ya que no permiten la entrada a vehículos, esta la guardia de seguridad en la zona.","aspecto: seguridad reseña: Lugar bonito, bien cuidado, hay restaurantes de distintos precios, hay que acceder caminando, ya que no permiten la entrada a vehículos, esta la guardia de seguridad en la zona.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_67f99fedfaacddd8,Centro Histórico de Lima,es,seguridad,5,positivo,1,caro,media,La plaza mayor o palacio de gobierno está despejado con bastante seguridad recomendable para nosotros y turistas Para visitar tomar fotos y tomar un buen desayuno con su pan chicharrón ☕ Para visitar la catedral la plaza Chabuca granada la municipalidad y otros restaurantes hay variedad de restaurante precio accesible y los caros,aspecto: seguridad reseña: La plaza mayor o palacio de gobierno está despejado con bastante seguridad recomendable para nosotros y turistas Para visitar tomar fotos y tomar un buen desayuno con su pan chicharrón ☕ Para visitar la catedral la plaza Chabuca granada la municipalidad y otros restaurantes hay variedad de restaurante precio accesible y los caros,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_6e412da2abd5949a,Centro Histórico de Lima,es,seguridad,5,positivo,1,cuidado,media,"Está muy bien cuidados sus jardines, y hay policía en cada esquina, por lo que es un lugar muy seguro. Los domingos hay mucha gente, recomiendo ir a las 7 u 8 de la mañana si quieres tener buenas fotos. Se aprecia muchos turistas.","aspecto: seguridad reseña: Está muy bien cuidados sus jardines, y hay policía en cada esquina, por lo que es un lugar muy seguro. Los domingos hay mucha gente, recomiendo ir a las 7 u 8 de la mañana si quieres tener buenas fotos. Se aprecia muchos turistas.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_8eac38ce24cc670f,Centro Histórico de Lima,es,seguridad,5,positivo,1,lleno,media,"Maravilloso lugar, la arquitectura es impresionante con un estilo europeo. Muy tranquilo para ir en familia y muchos lugares para visitar. Muy seguro para disfrutar de un paseo y poder llevarse un bonito recuerdo de los lugares que ofrece para visitar; como: museos, las catacumbas, las iglesias, restaurantes, pizzerías, bares y también la catedral. En la plaza de armas podrás encontrar el palacio de gobierno y la Municipalidad de Lima. Este lugar está lleno de historia. Las calles son muy tranquilas para caminar o hace un tour. Lugar muy acogedor y muy seguro para los turistas o locales. Accesibles al transporte público como el Metropolitano y otras avenidas principales.","aspecto: seguridad reseña: Maravilloso lugar, la arquitectura es impresionante con un estilo europeo. Muy tranquilo para ir en familia y muchos lugares para visitar. Muy seguro para disfrutar de un paseo y poder llevarse un bonito recuerdo de los lugares que ofrece para visitar; como: museos, las catacumbas, las iglesias, restaurantes, pizzerías, bares y también la catedral. En la plaza de armas podrás encontrar el palacio de gobierno y la Municipalidad de Lima. Este lugar está lleno de historia. Las calles son muy tranquilas para caminar o hace un tour. Lugar muy acogedor y muy seguro para los turistas o locales. Accesibles al transporte público como el Metropolitano y otras avenidas principales.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_a20fd6515895339b,Centro Histórico de Lima,es,seguridad,5,positivo,1,caro,media,"Plaza de Armas de Lima, es uno de los lugares emblemáticos del Perú que no debes dejar de visitar, un espacio encantador, y hoy en día seguro, rodeado con fachadas amarillas de principales espacios como el Palacio de Gobierno, el Rest. más antiguo ubicado al frente de la majestuosa plaza y sus jardines majestuosos, su catedral y muy cerca un lugar famoso como Chabuca Granda donde podrás degustar la gastronomía del país como son los deliciosos anticuchos, los sandwiches de butifarra, y sus dulces típicos como picarones, arroz con leche y zambito, mazamorra morada y la magia de los cómicos ambulantes ... Definitivamente un lugar que debes visitar al estar en Perú! 🇵🇪🇵🇪🇵🇪","aspecto: seguridad reseña: Plaza de Armas de Lima, es uno de los lugares emblemáticos del Perú que no debes dejar de visitar, un espacio encantador, y hoy en día seguro, rodeado con fachadas amarillas de principales espacios como el Palacio de Gobierno, el Rest. más antiguo ubicado al frente de la majestuosa plaza y sus jardines majestuosos, su catedral y muy cerca un lugar famoso como Chabuca Granda donde podrás degustar la gastronomía del país como son los deliciosos anticuchos, los sandwiches de butifarra, y sus dulces típicos como picarones, arroz con leche y zambito, mazamorra morada y la magia de los cómicos ambulantes ... Definitivamente un lugar que debes visitar al estar en Perú! 🇵🇪🇵🇪🇵🇪",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_ac081e2cb561ad25,Centro Histórico de Lima,es,seguridad,5,positivo,1,cerrado,media,"Visita obligada en Lima. Felicito a las autoridades haberlo cerrado totalmente al tráfico vehicular, se puede disfrutar de manera plena. Recuerden a las 11:45 hs presenciar el pintoresco cambio de guardia en casa de Gobierno. Hay mucha seguridad.","aspecto: seguridad reseña: Visita obligada en Lima. Felicito a las autoridades haberlo cerrado totalmente al tráfico vehicular, se puede disfrutar de manera plena. Recuerden a las 11:45 hs presenciar el pintoresco cambio de guardia en casa de Gobierno. Hay mucha seguridad.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_c35a1492fc7820a1,Centro Histórico de Lima,es,seguridad,5,positivo,1,cuidado,media,"El centro de Lima me encanta Herrmoso, cuidado y bien seguro es un atractivo ideal para nacionales y turistas En cada rincón de la plaza hay una gran historia, cada edificio es de arquitectura colonial y la gastronomía de todos los restaurantes es excelente Vayan y disfruten","aspecto: seguridad reseña: El centro de Lima me encanta Herrmoso, cuidado y bien seguro es un atractivo ideal para nacionales y turistas En cada rincón de la plaza hay una gran historia, cada edificio es de arquitectura colonial y la gastronomía de todos los restaurantes es excelente Vayan y disfruten",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_c3717bb78e558640,Centro Histórico de Lima,es,seguridad,4,positivo,1,cerrado,media,"Muy linda, limpia, con bastante seguridad, no hay acceso peatonal, estaba cerrado todo el contorno con vallas papales","aspecto: seguridad reseña: Muy linda, limpia, con bastante seguridad, no hay acceso peatonal, estaba cerrado todo el contorno con vallas papales",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_c9f26ffe41e745a1,Centro Histórico de Lima,es,seguridad,5,positivo,1,cuidado,media,Agradable lugar aunque no brinda las seguridad del caso hay que andar con mucho cuidado además tiene muchas zonas restringidas tanto para el tráfico vehicular como peatonal.,aspecto: seguridad reseña: Agradable lugar aunque no brinda las seguridad del caso hay que andar con mucho cuidado además tiene muchas zonas restringidas tanto para el tráfico vehicular como peatonal.,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_d64db7bdc50ec974,Centro Histórico de Lima,es,seguridad,5,positivo,1,lleno,media,"Un lugar lleno de historia, construcciones alrrededor de la plaza increibles. Muy limpio, seguro y ordenado. Como todo en Perú debes tener precaución al cruzar las calles, ya que en su cultura al parecer la preferencia la tiene el vehículo y no el peatón.","aspecto: seguridad reseña: Un lugar lleno de historia, construcciones alrrededor de la plaza increibles. Muy limpio, seguro y ordenado. Como todo en Perú debes tener precaución al cruzar las calles, ya que en su cultura al parecer la preferencia la tiene el vehículo y no el peatón.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_d6f0b901c3b078ec,Centro Histórico de Lima,es,seguridad,5,positivo,1,cuidado,media,"Plaza muy bonita, con seguridad y muy limpia. Pierde cuidado indicar que es un lugar de gran tránsito de personas","aspecto: seguridad reseña: Plaza muy bonita, con seguridad y muy limpia. Pierde cuidado indicar que es un lugar de gran tránsito de personas",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_3ccee15177370baa,Centro Histórico de Lima,es,accesibilidad,4,positivo,2,lleno;maltrato,alta,"Muy linda no entiendo por qué no podíamos pase al centro de la plaza hasta que en algún momento permitieron la entrada pero ya nos estábamos retirando así que no pude apreciar el monumento de cerca, tienen mucho serensgo cuidando las áreas por lo que están limpias y bonitas y se siente seguro estar aunque no hay que olvidar que es centro hay que estar pendiente, tienen dos pobres caballos paseando turistas en unos coches que me pareció maltrato animal, un coche demasiado grande y lleno de personas para un solo caballo, por lo demás un sitio muy lindo que vale la pena conocer por demás histórico y representativo","aspecto: accesibilidad reseña: Muy linda no entiendo por qué no podíamos pase al centro de la plaza hasta que en algún momento permitieron la entrada pero ya nos estábamos retirando así que no pude apreciar el monumento de cerca, tienen mucho serensgo cuidando las áreas por lo que están limpias y bonitas y se siente seguro estar aunque no hay que olvidar que es centro hay que estar pendiente, tienen dos pobres caballos paseando turistas en unos coches que me pareció maltrato animal, un coche demasiado grande y lleno de personas para un solo caballo, por lo demás un sitio muy lindo que vale la pena conocer por demás histórico y representativo",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_a9a2dbed889be0dc,Circuito Mágico del Agua,es,accesibilidad,1,negativo,4,cobran;lleno;pesima;pesimo,alta,"Pésimo, regreso después de 3 años y cobran el baño...no solo 1 sol..1.50 además antes la entrada de 5 soles te dejaba entrar hacia la la otra parte del parque pasando el puente..ahora han puesto otra boletera dentro del mismo parque a 5 soles sin excepción para ver la mitad del parque un abuso total.. esta lleno de juegos y comida...ya no se puede estar tranquilos aquí...que pésima administración de la Municipalidad Metropolitana de Lima","aspecto: accesibilidad reseña: Pésimo, regreso después de 3 años y cobran el baño...no solo 1 sol..1.50 además antes la entrada de 5 soles te dejaba entrar hacia la la otra parte del parque pasando el puente..ahora han puesto otra boletera dentro del mismo parque a 5 soles sin excepción para ver la mitad del parque un abuso total.. esta lleno de juegos y comida...ya no se puede estar tranquilos aquí...que pésima administración de la Municipalidad Metropolitana de Lima",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_4a62a35d85125d8a,Ciudadela de Kuélap,es,accesibilidad,2,negativo,2,cobran;robo,alta,Te cobran 15 soles para visitar la fortaleza...llegas a la entrada principal y te dicen que ya no tienes tiempo para visitar es un ROBO .. Pregunto porque me vendieron una entrada si sabian que ya no habia tiempo ???? Muy mal .,aspecto: accesibilidad reseña: Te cobran 15 soles para visitar la fortaleza...llegas a la entrada principal y te dicen que ya no tienes tiempo para visitar es un ROBO .. Pregunto porque me vendieron una entrada si sabian que ya no habia tiempo ???? Muy mal .,negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_8910bd34be336cbb,Líneas y Geoglifos de Nasca y Palpa,es,accesibilidad,4,positivo,2,terrible,alta,"Un tesoro de la cultura pre inca, lo único malo es las terribles condiciones de la carretera, es increíble que no exista una autopista en un lugar tan visitado por turistas de todo el m","aspecto: accesibilidad reseña: Un tesoro de la cultura pre inca, lo único malo es las terribles condiciones de la carretera, es increíble que no exista una autopista en un lugar tan visitado por turistas de todo el m",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
gm_4667bb5e5b8e3731,Monasterio de Santa Catalina,es,accesibilidad,1,negativo,3,caro;cobran;decepcion,alta,"Demasiado caro la entrada, 45 soles para adulto peruano, por ver un lugar religioso, y no incluye guía, eso te cobran aparte. Una decepcion.","aspecto: accesibilidad reseña: Demasiado caro la entrada, 45 soles para adulto peruano, por ver un lugar religioso, y no incluye guía, eso te cobran aparte. Una decepcion.",negativo (heurística por estrellas 1-2; REQUIERE verificación humana),
