annotation_id,review_uid,destination,language_review,text_clean,aspecto_alvaro,label_alvaro,aspecto_moises,label_moises,aspecto_erick,label_erick,aspecto,estado_acuerdo_aspecto,label,estado_acuerdo_label,estado_final
gm_2687fee513118dbc__atractivos,gm_2687fee513118dbc,Museo de Sitio Huaca Pucllana,en,"Nice to watch, but I wouldn't have needed a tour. (but without a tour you can't get in) It lasts 1h, price was 15 soles, and you have to reserve for a tour in advance. In retrospect for me it would have been enough, to see the building from outside and read all the information on the internet. Our guide also didn't seem very motivated.",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_01d0e6c2ef76c130__atractivos,gm_01d0e6c2ef76c130,Santuario Histórico de Machu Picchu,es,"Para ir al machu picchu tienes que comprar las entradas con 2 o 3 meses de antelacion. He ido con mi familia y no es lo que esperaba, tienes que pagar por todo, si vas a subir a las montañas tienes que ir preparado con mucha agua y ropa comoda. Además para entrar al machu picchu tienes que pagar por circuitos, antes no hacia falta ya que con el circuito 1 se podia ver todo, ahora tienes que pagar por ver cada cosa, por ejemplo: en el circuito 1 solo ves el machu picchu desde fuera y subir la montaña, nada más. Si subes las montañas es bajo tu responsabilidad y si te caes o te haces daño tienes que pagar mucho dinero para un medico (creo que mas de 100 dolares). Tampoco es que al subir la montaña haiga una recompensa tremenda, subi la montaña del circuito 1 y solo habian unas sillas y un letrero de cuanta altura tiene la montaña. Puedes sacar buenas fotos pero nada más, si no traes agua, mejor ni lo intentes, tienes tiempo limite hasta las 12:00 mediodia para subir y se tarda unas 4 horas a paso lento. Si vas a subir tambien recomiendo llevar repelentes para los mosquitos ya que hay muchos mosquitos. Si te gusta escalar este viaje es para ti, pero si eres un poco sedentario no vale la pena pagar tanto solo para subir una montaña y tomarte unas cuantas fotos, por cierto, si llueve olvidate de subir los cerros, es imposible y probablemente te rompas o te hagas daño o peor. No hay seguridad alguna. Sinceramente es bonito para pasar el dia pero tienes que comprar los demas circuitos (1,2,3,4) , porque si no, no puedes ver nada. Recalco otra vez, tienes que pagar por todo, TODO. Las fotos son preciosas pero no todo lo que brilla es oro. Se podria distribuir mejor y que todo no sea tan caro. Igualmente muy bonito Perú y hermoso el machu picchu aunque con lo que cobran se podria mejor muchisimo.",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_01d0e6c2ef76c130__seguridad,gm_01d0e6c2ef76c130,Santuario Histórico de Machu Picchu,es,"Para ir al machu picchu tienes que comprar las entradas con 2 o 3 meses de antelacion. He ido con mi familia y no es lo que esperaba, tienes que pagar por todo, si vas a subir a las montañas tienes que ir preparado con mucha agua y ropa comoda. Además para entrar al machu picchu tienes que pagar por circuitos, antes no hacia falta ya que con el circuito 1 se podia ver todo, ahora tienes que pagar por ver cada cosa, por ejemplo: en el circuito 1 solo ves el machu picchu desde fuera y subir la montaña, nada más. Si subes las montañas es bajo tu responsabilidad y si te caes o te haces daño tienes que pagar mucho dinero para un medico (creo que mas de 100 dolares). Tampoco es que al subir la montaña haiga una recompensa tremenda, subi la montaña del circuito 1 y solo habian unas sillas y un letrero de cuanta altura tiene la montaña. Puedes sacar buenas fotos pero nada más, si no traes agua, mejor ni lo intentes, tienes tiempo limite hasta las 12:00 mediodia para subir y se tarda unas 4 horas a paso lento. Si vas a subir tambien recomiendo llevar repelentes para los mosquitos ya que hay muchos mosquitos. Si te gusta escalar este viaje es para ti, pero si eres un poco sedentario no vale la pena pagar tanto solo para subir una montaña y tomarte unas cuantas fotos, por cierto, si llueve olvidate de subir los cerros, es imposible y probablemente te rompas o te hagas daño o peor. No hay seguridad alguna. Sinceramente es bonito para pasar el dia pero tienes que comprar los demas circuitos (1,2,3,4) , porque si no, no puedes ver nada. Recalco otra vez, tienes que pagar por todo, TODO. Las fotos son preciosas pero no todo lo que brilla es oro. Se podria distribuir mejor y que todo no sea tan caro. Igualmente muy bonito Perú y hermoso el machu picchu aunque con lo que cobran se podria mejor muchisimo.",seguridad,positivo,seguridad,neutro,seguridad,negativo,seguridad,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_12a43c33656c4fd4__costos,gm_12a43c33656c4fd4,Circuito Mágico del Agua,en,"Underwhelming light show, it is cheap to enter but if you combine the price of the taxi I had to pay from Miraflores and back I wouldn't say it's worth it",costos,positivo,costos,neutro,costos,negativo,costos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_12a43c33656c4fd4__accesibilidad,gm_12a43c33656c4fd4,Circuito Mágico del Agua,en,"Underwhelming light show, it is cheap to enter but if you combine the price of the taxi I had to pay from Miraflores and back I wouldn't say it's worth it",accesibilidad,positivo,accesibilidad,neutro,accesibilidad,negativo,accesibilidad,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_31f9a0377176fa09__aforo_multitudes,gm_31f9a0377176fa09,Reserva Nacional de Paracas,en,"Stunning place! Even though it was crowded due to Holidays, we had an amazing time.",aforo_multitudes,negativo,aforo_multitudes,neutro,aforo_multitudes,positivo,aforo_multitudes,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_28f57d63ba69e453__accesibilidad,gm_28f57d63ba69e453,Monasterio de Santa Catalina,en,"A truly beautiful place, with a nice viewpoint. How sad the little garden inside is closed, otherwise it would be a great meditation spot.",accesibilidad,negativo,accesibilidad,neutro,accesibilidad,positivo,accesibilidad,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_2deaaf6bee8effcf__costos,gm_2deaaf6bee8effcf,Valle del Colca,es,"No vale la pena hacer el tour fullday de un dia, sólo te pasean en camioneta.",costos,positivo,costos,neutro,costos,negativo,costos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_20947099e7a71690__atractivos,gm_20947099e7a71690,Museo de Sitio Huaca Pucllana,en,"I strongly recommend you to call before to plan your visit here. Google schedule is not updated frequently. Went there on Tuesday, the site was closed (whitout any explanations) as well as the restaurant for a private events ... Highly disappointed. Marketing team should take care of providing better communication.",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_43565a2f712b1c23__atractivos,gm_43565a2f712b1c23,Valle del Colca,en,"Rating based only on the hike from Cabanaconde down to the oasis and back. The walk is doable in a day but made unpleasant by a deteriorating path and aggressive horsemen leading pack animals among it. Start early as there is no shelter between top and bottom. The oasis was clearly once beautiful, but is now marred by current and failed development attempts. Rubbish disposal appears to be a real issue. For the 70 soles entry fee I would hope better care can be taken of this area going forward.",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_25130b6a0548657c__atractivos,gm_25130b6a0548657c,Líneas y Geoglifos de Nasca y Palpa,es,"Lo que menos nos gustó de nuestro viaje a Perú. Las líneas en sí son interesantes, pero todo lo que rodea a la gestión deja mucho que desear. Es muy caro para lo que ves, más el pago de 2 tasas diferentes una vez allí. Además, el vuelo en la avioneta dura media hora y las explicaciones son prácticamente inexistentes más allá de ""aquí tenemos la figura del mono"" En esa línea. Si pillara más de paso... Bueno. Pero pilla muy a desmano para solo media hora de sobrevuelo y ninguna explicación. Nos explicaron mil veces más cosas en Paracas sobre la única figura del candelabro que se encuentra allí, que en todas estas figuras en Nazca.",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_25130b6a0548657c__atencion_servicio,gm_25130b6a0548657c,Líneas y Geoglifos de Nasca y Palpa,es,"Lo que menos nos gustó de nuestro viaje a Perú. Las líneas en sí son interesantes, pero todo lo que rodea a la gestión deja mucho que desear. Es muy caro para lo que ves, más el pago de 2 tasas diferentes una vez allí. Además, el vuelo en la avioneta dura media hora y las explicaciones son prácticamente inexistentes más allá de ""aquí tenemos la figura del mono"" En esa línea. Si pillara más de paso... Bueno. Pero pilla muy a desmano para solo media hora de sobrevuelo y ninguna explicación. Nos explicaron mil veces más cosas en Paracas sobre la única figura del candelabro que se encuentra allí, que en todas estas figuras en Nazca.",atencion_servicio,positivo,atencion_servicio,neutro,atencion_servicio,negativo,atencion_servicio,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_08324a77123d54a0__atractivos,gm_08324a77123d54a0,Museo de Sitio Huaca Pucllana,es,"Una zona Arqueológica bien pero nada sorprendente, pésimo que no puedas hacer el recorrido por tu cuenta, necesitas pagar un guía, en todas partes del Perú es lo mismo del guía y tienes que llevar el ritmo que te impongan... Mucho tiempo para un recorrido que lo puedes hacer rápido y sobre todo que ya leíste...",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_1c64162dd3a98547__atencion_servicio,gm_1c64162dd3a98547,Monasterio de Santa Catalina,es,"El lugar es precioso aunque le falta un poquito de mantenimiento. Hay muchas reglas que NO INFORMAN ANTES DE ENTRAR por ningún medio, uno se va enterando dentro (gracias a un personal no muy amable) una de ellas es el código de vestimenta, que no existe pero si te dicen que te tapes, hasta donde? NO LO DICEN. Otra es el horario de atención, básicamente te botan desde las 5.30pm cuando el horario, al menos en esta plataforma, es a 8pm. Quitando el personal poco amable le daría 5 estrellas, me apena que los extranjeros tengan que vivir una experiencia así. Espero de todo corazón que mejoren.",atencion_servicio,positivo,atencion_servicio,neutro,atencion_servicio,negativo,atencion_servicio,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_2179733258be4b4a__clima,gm_2179733258be4b4a,Líneas y Geoglifos de Nasca y Palpa,es,Por el costode la avioneta es preferible llegar hasta el mirador de donde se tiene una vista parcial. No es recomendable paraniños muy pequeños debido al fuerte viento en la zona.,clima,negativo,clima,neutro,clima,positivo,clima,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_1c8934c1e89a94eb__atractivos,gm_1c8934c1e89a94eb,Monasterio de Santa Catalina,en,"The monastery is nice but i have not seen 15 usd entrance fee in one of the poorest countries in the world. No wonder i could see maybe 5 tourists, no locals.... Shame.....",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_35229a4b2e7f225d__atractivos,gm_35229a4b2e7f225d,Santuario Histórico de Machu Picchu,es,"Compre en el sito internet del ministero de cultura la Ruta 1 panorámica, porque no habia hotro disponible,de verdad una gran cagada,no es posible hacer 12.000 km para vender puro sendero y nada mas , pésimo ha calle y sendero mucho bas bonito en Europa del medio evo..una verdadera estafa,no lo recomiendo a nadie",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_4173cc526cfc94ba__costos,gm_4173cc526cfc94ba,Circuito Mágico del Agua,en,Not worth the visit unless you're traveling with kids. The place is super crowded and atmosphere isn't relaxing. The fountains don't have any music. Every hour (check website for laser show timings) there's a 15 min laser movie played over one of the fountains with music.,costos,positivo,costos,neutro,costos,negativo,costos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_3b3f41b0bd95c0cf__atencion_servicio,gm_3b3f41b0bd95c0cf,Valle del Colca,es,"Es un lugar maravilloso , tiene lugares y monumentos que son una maravilla , conocer costumbres , se conserva una cultura ecológica, un clima agradable, personas muy amables",atencion_servicio,positivo,atencion_servicio,neutro,atencion_servicio,negativo,atencion_servicio,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_387a3f86b7440864__atractivos,gm_387a3f86b7440864,Circuito Mágico del Agua,es,"Tanto cobran para tantas personas para que al final no lo administren bien deplorable servicio en todo caso mejor uno se queda en su casa o en su hotel, si alguien desea ir para no hacer cola y estar adelante tienen que ir temprano para que puedan siquiera disfrutar de todo recomendable por horas aceptar a solo una cantidad de personas para que no haya disgustos de las personas",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_387a3f86b7440864__costos,gm_387a3f86b7440864,Circuito Mágico del Agua,es,"Tanto cobran para tantas personas para que al final no lo administren bien deplorable servicio en todo caso mejor uno se queda en su casa o en su hotel, si alguien desea ir para no hacer cola y estar adelante tienen que ir temprano para que puedan siquiera disfrutar de todo recomendable por horas aceptar a solo una cantidad de personas para que no haya disgustos de las personas",costos,positivo,costos,neutro,costos,negativo,costos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_387a3f86b7440864__atencion_servicio,gm_387a3f86b7440864,Circuito Mágico del Agua,es,"Tanto cobran para tantas personas para que al final no lo administren bien deplorable servicio en todo caso mejor uno se queda en su casa o en su hotel, si alguien desea ir para no hacer cola y estar adelante tienen que ir temprano para que puedan siquiera disfrutar de todo recomendable por horas aceptar a solo una cantidad de personas para que no haya disgustos de las personas",atencion_servicio,positivo,atencion_servicio,neutro,atencion_servicio,negativo,atencion_servicio,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_387a3f86b7440864__alojamiento,gm_387a3f86b7440864,Circuito Mágico del Agua,es,"Tanto cobran para tantas personas para que al final no lo administren bien deplorable servicio en todo caso mejor uno se queda en su casa o en su hotel, si alguien desea ir para no hacer cola y estar adelante tienen que ir temprano para que puedan siquiera disfrutar de todo recomendable por horas aceptar a solo una cantidad de personas para que no haya disgustos de las personas",alojamiento,positivo,alojamiento,neutro,alojamiento,negativo,alojamiento,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_1a9ec105466ae78e__atractivos,gm_1a9ec105466ae78e,Circuito Mágico del Agua,es,La verdad es que puedes disfrutar de sus fuentes colores de noche pero pagas entrada y te cobran el uso de los baños. Cualquier atracción en el parque tiene un costo extra.,atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_11e84329c8095163__atractivos,gm_11e84329c8095163,Museo Tumbas Reales del Señor de Sipán,en,Probably a nice museum - if you understand Spanish perfectly. Only in the beginning there were some English translations but then everything is only in Spanish. So without understanding anything there were some nice jewelry and pottery but also these were almost always the same. According to the guest book at the end there are almost only Perú citizens visiting this site. I guess more foreigners would come if they’d understand anything. Audio guides would be the perfect solution.,atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_11e84329c8095163__atencion_servicio,gm_11e84329c8095163,Museo Tumbas Reales del Señor de Sipán,en,Probably a nice museum - if you understand Spanish perfectly. Only in the beginning there were some English translations but then everything is only in Spanish. So without understanding anything there were some nice jewelry and pottery but also these were almost always the same. According to the guest book at the end there are almost only Perú citizens visiting this site. I guess more foreigners would come if they’d understand anything. Audio guides would be the perfect solution.,atencion_servicio,positivo,atencion_servicio,neutro,atencion_servicio,negativo,atencion_servicio,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_3b55e3abf2b88a5f__atractivos,gm_3b55e3abf2b88a5f,Circuito Mágico del Agua,en,Not bad but it was full of people in the weekend I do not recommend to go those days,atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_07f8f509f1937aab__seguridad,gm_07f8f509f1937aab,Centro Histórico de Lima,es,"Es hermosa las plaza, pero el hecho de estar cerrada casi todo el tiempo desluce totalmente su visita. Las autoridades a cargo deberían replantearse qué tan cierto es eso de que cerrar la plaza aumenta la seguridad para Palacio de Gobierno.",seguridad,positivo,seguridad,neutro,seguridad,negativo,seguridad,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_0245141dc2e034bc__seguridad,gm_0245141dc2e034bc,Reserva Nacional de Paracas,es,Tienen un pésimo control del tránsito vehicular. Dejan pasar a vehículos con visitantes sin ticket sin advertir que son necesarios para el ingreso a playas. No tienen alternativas de pago. playas sin vigilancia. Pésimo,seguridad,positivo,seguridad,neutro,seguridad,negativo,seguridad,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_360d8267591baa09__atractivos,gm_360d8267591baa09,Valle del Colca,es,"La experiencia es bonita cuando estás ahí, lo malo son el circuito que te brindan las agencias de viaje; pues es un camino largo en bus desde Arequipa donde terminas con las rodillas doloridas porque el bus se ha llenado de asientos y no puedes estirar las piernas durante 4 horas y además en Chivay te cobran un ojo de la cara solo por pasar al distrito. Un abuso al turista.",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_360d8267591baa09__atencion_servicio,gm_360d8267591baa09,Valle del Colca,es,"La experiencia es bonita cuando estás ahí, lo malo son el circuito que te brindan las agencias de viaje; pues es un camino largo en bus desde Arequipa donde terminas con las rodillas doloridas porque el bus se ha llenado de asientos y no puedes estirar las piernas durante 4 horas y además en Chivay te cobran un ojo de la cara solo por pasar al distrito. Un abuso al turista.",atencion_servicio,positivo,atencion_servicio,neutro,atencion_servicio,negativo,atencion_servicio,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_1824c8cdad783e6b__atractivos,gm_1824c8cdad783e6b,Museo de Sitio Huaca Pucllana,en,The dinner was really mediocre and the desserts were especially poor. I'm surprised at all the really good reviews. The restaurant itself was absolutely beautiful and the historic site was amazing. My low score is specific to the food.,atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_1824c8cdad783e6b__gastronomia,gm_1824c8cdad783e6b,Museo de Sitio Huaca Pucllana,en,The dinner was really mediocre and the desserts were especially poor. I'm surprised at all the really good reviews. The restaurant itself was absolutely beautiful and the historic site was amazing. My low score is specific to the food.,gastronomia,positivo,gastronomia,neutro,gastronomia,negativo,gastronomia,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_2c7122db1330022e__limpieza,gm_2c7122db1330022e,Monasterio de Santa Catalina,en,"I think the admission fee is excessively expensive. The Wi-Fi is slow, but there are free lockers, and the restrooms are reasonably clean.",limpieza,positivo,limpieza,neutro,limpieza,negativo,limpieza,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_24e7b4800e10a384__accesibilidad,gm_24e7b4800e10a384,Monasterio de Santa Catalina,es,"Si vas a viajar a Arequipa, el monasterio es una parada que si o sí te lo recomiendo. El lugar es realmente enorme, puedes estar todo el tiempo que quieras, la historia es impresionante y es un vistazo a como era la vida de las mujeres que entraban al claustro. Excelente lugar para fotos, cada rincón del monasterio es hermoso. Recomiendo que tomen la opción de ir con una guía. Me toco Laura, una señora espectacular. Su guiado fue A1, su forma de contarnos la historia del monasterio refleja la pasión por la historia y el cariño que le tiene ese lugar. Definitivamente volvería a ir, vale la pena los 45 soles de entrada. Recomendación: vayan con zapatillas cómodas porque van a caminar mucho. Usen bloqueador. Y vayan acompañados de un buen fotógrafo 😂.",accesibilidad,negativo,accesibilidad,neutro,accesibilidad,positivo,accesibilidad,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_0434d44c5d67be53__costos,gm_0434d44c5d67be53,Santuario Histórico de Machu Picchu,es,"Lugar espectacular!! Subimos caminando desde el parque donde abrieron a las 5 am con linternas para ir iluminando el camino, habían muchas personas y pensé que era la única jaja recibir el amanecer en este lugar es algo que no tiene palabras por eso vale madrugar y ser uno de los primeros ya que para ir a wainapichu es restringida la cantidad de visitantes porque es un poco peligroso. Para llegar allí caminando fue más de una hora todo es subida, así que hay que ir bien preparado con zapatos cómodos. Se puede ir también en busitos, que recuerdo que eran como 20$ en ese momento por persona. No sé puede comer allí adentro es prohibido, las cosas son super caras así que es mejor llevar algo en un morral y ser aseados y no lanzar nada en el piso, Lo resumo un espacio mágico, estando allí en medio de sus paredes de piedra yo no podía creerlo!!",costos,negativo,costos,neutro,costos,positivo,costos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_0434d44c5d67be53__seguridad,gm_0434d44c5d67be53,Santuario Histórico de Machu Picchu,es,"Lugar espectacular!! Subimos caminando desde el parque donde abrieron a las 5 am con linternas para ir iluminando el camino, habían muchas personas y pensé que era la única jaja recibir el amanecer en este lugar es algo que no tiene palabras por eso vale madrugar y ser uno de los primeros ya que para ir a wainapichu es restringida la cantidad de visitantes porque es un poco peligroso. Para llegar allí caminando fue más de una hora todo es subida, así que hay que ir bien preparado con zapatos cómodos. Se puede ir también en busitos, que recuerdo que eran como 20$ en ese momento por persona. No sé puede comer allí adentro es prohibido, las cosas son super caras así que es mejor llevar algo en un morral y ser aseados y no lanzar nada en el piso, Lo resumo un espacio mágico, estando allí en medio de sus paredes de piedra yo no podía creerlo!!",seguridad,negativo,seguridad,neutro,seguridad,positivo,seguridad,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_3f226cf1e443f543__atractivos,gm_3f226cf1e443f543,Ciudadela de Kuélap,en,"We just went to Kuélap. Don’t go to Kuélap if you’re coming from Chachapoyas. It’s definitely not worth paying the collectivo and teleferico to a place that’s almost totally closed. You need to make a reservation in advance, you get 45 minutes to visit the place, which you can totally do in less than 20 minutes. It’s really not nice! Wait until the place opens up fully again, then it should be very nice.",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_3f226cf1e443f543__costos,gm_3f226cf1e443f543,Ciudadela de Kuélap,en,"We just went to Kuélap. Don’t go to Kuélap if you’re coming from Chachapoyas. It’s definitely not worth paying the collectivo and teleferico to a place that’s almost totally closed. You need to make a reservation in advance, you get 45 minutes to visit the place, which you can totally do in less than 20 minutes. It’s really not nice! Wait until the place opens up fully again, then it should be very nice.",costos,positivo,costos,neutro,costos,negativo,costos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_2a0abfc1c75f00d0__atractivos,gm_2a0abfc1c75f00d0,Centro Histórico de Lima,en,"People saying this square is ""wonderful"" likely have never traveled anywhere else before. Crowded & dirty & horrible traffic & not much to see or do. A photo is sufficient... no need to go all the way here",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_2c5d460ed8b57a9f__atractivos,gm_2c5d460ed8b57a9f,Museo Tumbas Reales del Señor de Sipán,en,El señor de Sipan is not open to the public at this time. Please know this. The museum should disclose this on google maps. They are doing maintenance on the room he is in. Two temporary exhibitions are open and entrance is free. The guides and staff are most apologetic about this . We travelled a long way to see this. If we had known we would not have come this way. Email museum before you travel. They respond on Facebook. Might open in January 2024. Check first and save yourself the disappointment. Brunning museum is still worth a visit.,atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_2c5d460ed8b57a9f__costos,gm_2c5d460ed8b57a9f,Museo Tumbas Reales del Señor de Sipán,en,El señor de Sipan is not open to the public at this time. Please know this. The museum should disclose this on google maps. They are doing maintenance on the room he is in. Two temporary exhibitions are open and entrance is free. The guides and staff are most apologetic about this . We travelled a long way to see this. If we had known we would not have come this way. Email museum before you travel. They respond on Facebook. Might open in January 2024. Check first and save yourself the disappointment. Brunning museum is still worth a visit.,costos,positivo,costos,neutro,costos,negativo,costos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_1bb8346cfe000951__atencion_servicio,gm_1bb8346cfe000951,Santuario Histórico de Machu Picchu,en,"Disappointing :-( First of all, my experience has nothing to do with the actual site. The view, ruins, landscape and llamas are surreal! My disappointing experience is about the management of the site. I knew it was a touristy place and quite expensive to go. Most places are restricted/controlled and you can't enter inside the temples etc..you can just go around. Apparently a few years ago everything was open (said some friends who went before). And then you have all the tour groups that take a lot of spaces on the path. I almost didn't take any pictures, I didn't feel I had the freedom to do so because the path goes only on one way (so you can't go back on your path) and people are moving so you kind of feel a bit in a tour group without being in it and you kind of have to go forward. I didn't feel free to walk around/take pictures as I would have liked to. And then there are 4 choices of tickets, with different circuits, bit it doesn't give you access to everywhere with only one ticket, so you need to buy another one. This wasn't very cleared on the website. I just find that you put so much effort (physically, mentally and financially) to get there (waking up super early, doing all the trip to get to Aguas Calientes, walking up the (many!) stairs to the entrance, and the cost etc), in the end to leave with a bitter feeling. Is it worth it? I'm still unsure if it was.",atencion_servicio,neutro,atencion_servicio,negativo,atencion_servicio,positivo,atencion_servicio,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_418db51b1b4ebe9c__atractivos,gm_418db51b1b4ebe9c,Santuario Histórico de Machu Picchu,en,Amazing site but the processes and regulations are overly complicated and excessive. Also in total an incredibly expensive experience. Management here could benefit from a customer-first mindset.,atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_4019535923e997d7__atractivos,gm_4019535923e997d7,Santuario Histórico de Machu Picchu,es,"Belleza del lugar indiscutible, pero el sistema de sacar ticket de forma presencial UNA VERGÜENZA. La pagina web falla y si aciertas en la pirmers vez es solo casulaidad. Las agencias banco nacion no reciben el pago . El pueblo machu pichu lindo pero se ve q a la población no le llega dinero ya que sus edificios rayan la precariedad y pobreza. Sin agua potable. Y ni me quiero imaginar el desagote cloacal. Y les entra mas de un millon de dólares diarios!! POBRES INCAS EN SUS TUMBAS SE REVUELVEN....bueno...hermosas las ruinss pero no creo q vuelva. Minimo...solucionen el problema de los tickets presenciales!! Deberian sacarse desde ollantay, urubamba y cusco. Pongo UNA SOLA * en solaridad a los locales que no les llega dinero de la explotacion turistica, HAGAN UDS LO MISNO",atractivos,positivo,atractivos,neutro,atractivos,negativo,atractivos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
gm_228fbf1e6e63ab14__costos,gm_228fbf1e6e63ab14,Ciudadela de Kuélap,en,"Visited in October, was not worth paying the colectivo and teleferico since most of the place is closed. We were able to go through all the open parts in 15 minutes.",costos,positivo,costos,neutro,costos,negativo,costos,acuerdo_total_3_de_3,,desacuerdo_total_3_diferentes,excluir_desacuerdo_total_label
